Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
FATOR - PRUDENCIAL;1000080350;b1;S4;C;2;SAO PAULO;SP;44075;15033;0;0;372600;0;0;387633;36250;0;499;0;0;0;499;0;424382;0;56066;480448;0;286689;767137
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG;87900411;b3S;S4;I;2;ESPUMOSO;RS;44075;94027;0;36654;155324;0;1586;287591;0;0;0;0;0;0;0;8198;295790;0;269421;565211;0;200819;766029
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;44075;0;0;0;8669;0;130;8799;0;0;0;0;0;0;0;0;8799;0;682486;691284;0;73952;765237
WIRECARD BRAZIL;1000084875;n4;;I;2;SAO PAULO;SP;44075;0;0;0;0;148059;0;148059;0;0;0;0;0;0;0;0;148059;0;400636;548694;0;214349;763044
CARUANA SCFI - PRUDENCIAL;1000083591;n1;S4;I;2;SAO PAULO;SP;44075;0;0;0;207703;13285;0;220988;0;0;0;671;0;390238;390909;0;611897;29;41867;653792;0;105776;759568
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL;26178533;b3S;S5;I;2;ITUIUTABA;MG;44075;145144;0;0;208044;0;0;353188;0;0;76088;0;0;0;76088;30972;460247;0;195246;655493;0;91770;747264
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;44075;132826;0;0;511142;0;0;643968;0;0;0;0;0;0;0;10483;654451;0;13794;668246;0;75768;744013
COOPERATIVA DE CRÉDITO COOPERAÇÃO RS/SC – SICREDI COOPERAÇÃO RS/SC;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;44075;123752;0;5155;251809;0;2287;383004;0;0;0;0;0;0;0;638;383642;0;217543;601185;0;142664;743849
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425041;425041;0;142883;567924;0;168549;736474
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;S4;I;2;RIO DE JANEIRO;RJ;44075;8599;0;0;0;0;0;8599;0;0;0;0;0;0;0;0;8599;0;692123;700722;0;32850;733573
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;S4;I;2;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687754;687754;0;43640;731394
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;b3S;S5;I;2;CASCAVEL;PR;44075;135089;28;0;494984;0;2431;632532;0;0;0;10618;0;0;10618;0;643150;0;7887;651036;0;76162;727198
COOPERATIVA DE CRÉDITO DA FRONTEIRA SUL – SICREDI FRONTEIRA SUL RS;88530142;b3S;S4;I;2;BAGE;RS;44075;138340;0;72307;226567;0;3340;440555;0;0;0;0;0;0;0;580;441135;0;146717;587852;0;126844;714696
COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S5;I;2;NATAL;RN;44075;179756;0;0;390631;0;4420;574807;0;0;0;0;0;0;0;0;574807;0;37597;612403;0;101073;713477
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;44075;126942;0;0;415500;0;0;542443;0;0;0;0;0;0;0;1194;543637;0;50444;594081;0;119106;713187
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;44075;102342;0;0;365676;0;0;468018;0;0;35438;0;0;0;35438;652;504108;0;99142;603250;0;104562;707812
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO;6332931;b3S;S4;I;2;GOIANIA;GO;44075;144478;0;53945;272328;0;2;470752;0;0;0;0;0;0;0;2283;473035;0;139105;612141;0;93595;705736
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1604998;b3S;S5;I;2;SAO GONCALO DO SAPUCAI;MG;44075;248423;0;0;240934;0;659;490016;0;638;38083;0;0;0;38721;0;528737;0;80699;609436;0;94197;703633
COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIÃO LTDA. - SICOOB CREDIPATOS;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;44075;170134;0;0;234694;0;0;404828;0;0;9059;0;0;0;9059;33737;447624;0;153948;601572;0;94479;696051
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;44075;55379;0;0;301544;0;0;356923;0;0;0;0;0;0;0;0;356923;0;256096;613018;0;81535;694553
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;44075;213794;0;0;376811;0;0;590605;0;0;0;0;0;0;0;3967;594571;0;19412;613984;0;74806;688790
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;44075;102834;0;5949;424597;0;7450;540829;0;0;0;0;0;0;0;1364;542193;0;64470;606663;0;79775;686438
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44075;129452;0;0;277895;0;0;407347;0;129;55477;0;0;0;55606;0;462953;0;104475;567428;0;118753;686181
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;44075;0;0;0;56010;0;0;56010;0;0;0;0;0;0;0;0;56010;0;574584;630593;0;33582;664175
MIRAE CCTVM LTDA. - PRUDENCIAL;1000082932;n2;S4;I;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396992;396992;0;267104;664096
COOPERATIVA DE CREDITO DO CENTRO DO ESTADO DE RONDONIA - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;44075;228557;0;0;124257;0;0;352813;0;1672;34883;0;0;0;36555;30127;419496;0;135268;554764;0;102290;657054
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO GRANDES LAGOS DO PARANÁ E LITORAL PAULISTA – SICREDI GRANDES LAGOS PR/SP;81115149;b3S;S4;I;2;LARANJEIRAS DO SUL;PR;44075;103784;0;5168;240724;0;528;350203;0;0;0;0;0;0;0;6278;356481;0;189090;545571;0;106097;651668
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;44075;159284;0;0;292448;0;0;451732;0;2699;45177;0;0;0;47876;0;499608;0;23652;523260;0;120289;643549
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;44075;132977;0;0;372378;0;1439;506794;0;0;0;0;0;0;0;27283;534077;0;15808;549885;14;92135;642034
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;44075;154709;0;0;351119;0;29;505857;0;0;0;0;0;0;0;439;506296;0;63548;569844;0;67001;636845
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;44075;124398;0;0;330460;0;658;455516;0;20;41807;0;0;0;41827;0;497343;0;61348;558691;0;76941;635633
VR - PRUDENCIAL;1000080408;b1;S4;C;2;SAO PAULO;SP;44075;1294;0;0;550938;0;0;552232;0;0;0;0;0;0;0;0;552232;0;45031;597264;0;36447;633711
CREDIARE (COLOMBO);1000085427;n1;S4;C;2;FARROUPILHA;RS;44075;0;0;0;283749;0;0;283749;0;0;0;0;0;46411;46411;0;330160;0;112908;443067;0;190406;633473
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;n1;S4;C;2;SOROCABA;SP;44075;0;0;15488;109817;1;0;125306;0;0;0;0;0;221674;221674;0;346981;0;221386;568367;0;64248;632615
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL MINAS DO RIO GRANDE DO SUL E MINAS GERAIS – SICREDI SUL MINAS RS/MG.;87784088;b3S;S4;I;2;ESTACAO;RS;44075;88189;0;33672;179135;0;1788;302784;0;0;0;0;0;0;0;10120;312904;0;188213;501118;0;125353;626471
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44075;3758;0;0;214327;0;0;218085;0;149588;0;0;0;0;149588;747;368419;0;17294;385713;180;238830;624724
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44075;0;0;0;9947;0;0;9947;0;0;0;0;0;446346;446346;0;456293;0;67630;523923;2975;95552;622450
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;579486;579486;0;42757;622243
BANCO PACCAR - PRUDENCIAL;1000084899;b2;S4;I;3;PONTA GROSSA;PR;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85493;85493;1362;35297;122152;0;499268;621420
ESTRELA MINEIRA - PRUDENCIAL;1000083584;n1;S4;C;2;ARAXA;MG;44075;0;0;0;159858;0;0;159858;0;0;0;0;0;262165;262165;0;422023;0;36954;458977;0;159755;618732
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;44075;0;0;1153;0;0;0;1153;0;0;0;0;0;0;0;277206;278359;0;265253;543612;0;73968;617580
CONCORDIA SA CVMC COMMODITIES - PRUDENCIAL;1000082822;n2;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194438;371252;565690;0;47909;613600
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71297899;b3S;S5;I;2;PATOS DE MINAS;MG;44075;179344;0;0;258116;0;635;438094;0;0;0;0;0;0;0;14701;452795;0;39154;491949;0;120917;612867
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;44075;157006;0;0;334683;0;0;491689;0;0;15252;0;0;0;15252;281;507222;0;40067;547289;0;60186;607475
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;44075;0;0;40623;0;0;0;40623;0;0;0;0;0;0;0;0;40623;0;523487;564110;0;40822;604932
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;S4;C;1;RIO DE JANEIRO;RJ;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83787;83787;0;38497;122284;0;480469;602753
COOPERATIVA DE CRÉDITO DA AMAZÔNIA – SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;44075;240962;0;0;74577;0;0;315539;0;0;8021;0;0;0;8021;0;323561;0;149943;473504;0;128032;601536
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;77984870;b3S;S4;I;2;GUARAPUAVA;PR;44075;88174;0;5513;239747;0;3239;336674;0;0;0;0;0;0;0;760;337433;0;143593;481027;0;116693;597719
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;44075;0;0;0;0;0;77790;77790;0;0;0;0;0;0;0;0;77790;662;404281;482734;0;108335;591069
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44075;107763;0;0;378550;0;5875;492188;0;741;0;0;0;0;741;2;492931;0;19334;512265;0;77695;589960
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44075;126773;0;0;274622;0;212;401607;0;0;63338;0;0;0;63338;8957;473902;0;35899;509801;0;79294;589095
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;44075;168298;0;0;202943;0;175;371417;0;113;51676;0;0;0;51789;375;423581;0;98417;521998;0;61780;583778
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;44075;269616;0;0;64478;0;772;334866;0;0;0;0;0;0;0;0;334866;0;48366;383232;0;200319;583551
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;S4;I;2;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543584;543584;0;37583;581167
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n4;;I;2;TERESINA;PI;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359176;359176;0;220139;579315
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP - CRESOL FRONTEIRAS PR/SC/SP;5276770;b3S;S5;I;2;REALEZA;PR;44075;52278;0;0;170590;0;0;222868;0;0;0;0;0;0;0;0;222868;0;280508;503376;0;64915;568292
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA – SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44075;146456;0;0;304067;0;0;450523;0;0;0;0;0;0;0;0;450523;0;21862;472385;0;95091;567475
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;44075;154735;0;0;240214;0;1344;396293;0;498;8921;0;0;0;9419;11791;417503;0;32953;450456;0;113762;564217
COOPERATIVA DE CRÉDITO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44075;40319;0;0;392476;0;1914;434709;0;0;0;0;0;0;0;13382;448090;0;25817;473907;0;89484;563391
COOPERATIVA DE CREDITO RURAL DE PRIMAVERA DO LESTE;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;44075;135621;0;6514;277509;0;0;419644;0;0;28233;0;0;0;28233;0;447877;0;12671;460548;0;98640;559187
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;44075;156871;0;0;132490;0;24;289385;0;0;26702;0;0;0;26702;36;316124;0;101132;417256;0;128029;545285
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TRANSPORTES DO SUL DO BRASIL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;44075;93950;0;0;246056;0;0;340006;0;0;0;0;0;0;0;97080;437086;0;29313;466399;0;69028;535427
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44075;128303;0;0;243548;0;2022;373872;0;0;54508;0;0;0;54508;0;428380;0;44358;472738;0;62432;535170
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA – CRESOL CONFEDERAÇÃO;10398952;b3C;S4;I;2;FLORIANOPOLIS;SC;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514837;514837;0;19372;534209
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;44075;73111;0;0;260879;0;56;334046;0;1788;30733;0;0;0;32521;373;366940;0;89067;456007;0;78111;534118
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44075;62080;314;0;336569;0;2661;401624;0;0;0;2490;0;0;2490;0;404114;0;9463;413577;0;114972;528549
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44075;134170;0;0;176918;0;0;311088;0;0;29371;0;0;0;29371;0;340459;0;111045;451504;0;70592;522096
SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;44075;103775;0;0;320850;0;2295;426920;0;3808;0;0;0;0;3808;0;430728;0;28768;459496;71;60153;519720
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB UNICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44075;120438;0;0;247019;0;54;367511;0;0;24905;0;0;0;24905;18280;410696;0;64259;474955;0;43950;518906
BR PARTNERS - PRUDENCIAL;1000080934;b2;S4;C;2;SAO PAULO;SP;44075;0;0;35054;221965;0;0;257019;0;7533;0;0;0;0;7533;0;264552;43072;37658;345282;151;173270;518703
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;44075;38512;0;0;138557;0;0;177069;0;0;0;0;0;0;0;0;177069;0;291030;468099;0;47449;515548
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3222753;b3S;S5;I;2;ARIQUEMES;RO;44075;157683;0;0;124944;0;0;282627;0;0;0;0;0;0;0;0;282627;0;40213;322840;39;191417;514295
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298410;298410;73778;55623;427811;15968;67639;511418
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;44075;105145;0;0;307085;0;3095;415325;0;0;0;0;0;0;0;0;415325;0;8632;423957;0;85556;509513
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44075;170827;0;0;169554;0;696;341077;0;0;22933;0;0;0;22933;0;364010;0;73747;437757;0;67815;505572
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411259;411259;122;31476;442857;513;61316;504685
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44075;128051;0;0;111274;0;0;239325;0;0;18270;0;0;0;18270;75732;333327;0;81543;414869;0;88970;503840
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;44075;93275;0;38060;190892;0;1025;323253;0;0;0;0;0;0;0;4110;327363;0;116491;443854;0;54662;498516
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;44075;31086;0;0;0;0;0;31086;0;0;0;0;0;0;0;0;31086;0;374412;405499;0;91273;496772
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;44075;91628;0;0;220819;0;1356;313804;0;0;18324;0;0;0;18324;27158;359287;0;70566;429853;0;66051;495904
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44075;74760;0;0;155674;0;0;230435;0;0;31143;0;0;0;31143;8721;270298;0;110276;380574;0;104992;485566
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;44075;23786;0;16532;271181;0;405;311904;0;0;0;0;0;0;0;59909;371812;0;24568;396380;0;87331;483711
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44075;44835;0;0;142303;0;0;187138;0;0;0;0;0;0;0;0;187138;0;224199;411338;0;67316;478653
FORTBRASIL IP;1000085245;n4;;C;2;EUSEBIO;CE;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459580;459580;0;11280;470860
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44075;138168;0;0;116524;0;0;254692;0;0;10877;0;0;0;10877;0;265569;0;92905;358474;0;111283;469757
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA;59869560;b3S;S5;I;2;ADAMANTINA;SP;44075;87161;0;0;247362;0;1020;335543;0;0;0;0;0;0;0;0;335543;0;55003;390547;0;78253;468799
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;44075;162313;0;0;181602;0;0;343914;0;0;0;0;0;0;0;0;343914;0;27216;371131;0;97561;468692
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER E DA BOEING BRASIL COMMERCIAL - COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44075;1302;0;0;51505;0;0;52807;0;0;0;0;0;0;0;0;52807;0;65781;118588;0;347851;466439
REPOM S.A. - PRUDENCIAL;1000084916;n4;;I;2;BARUERI;SP;44075;0;0;0;0;109074;0;109074;0;0;0;0;0;0;0;0;109074;0;259461;368535;0;93775;462311
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;44075;99528;0;0;177751;0;160;277440;0;1894;57967;0;0;0;59862;0;337301;0;81451;418752;0;42144;460896
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;44075;85749;0;0;314944;0;0;400694;0;0;0;0;0;0;0;0;400694;0;15841;416534;0;42321;458855
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44075;98493;0;0;184320;0;1;282814;0;0;37799;0;0;0;37799;15917;336530;0;68232;404762;0;52277;457038
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;44075;40663;0;0;113647;0;0;154310;0;0;0;0;0;0;0;0;154310;0;235748;390058;0;62429;452487
COOPERATIVA DE CRÉDITO DO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;44075;115515;0;0;98862;0;0;214377;0;3;14901;0;0;0;14904;2417;231697;0;140794;372491;0;77105;449597
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;33370115;b3S;S5;I;2;RIO DE JANEIRO;RJ;44075;36128;0;0;314483;0;39822;390433;0;0;0;0;0;0;0;0;390433;0;4667;395101;0;53827;448928
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;44075;121898;0;0;148324;0;0;270222;0;0;21183;0;0;0;21183;107;291512;0;72243;363755;0;84066;447820
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CONSTANTINA - CRESOL CONSTANTINA.;2663426;b3S;S5;I;2;CONSTANTINA;RS;44075;31773;0;0;153501;0;0;185274;0;0;0;0;0;0;0;0;185274;0;208398;393671;0;50798;444469
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;44075;52004;0;0;258259;0;6772;317036;0;0;22035;0;0;0;22035;1453;340523;0;50029;390552;0;53107;443659
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;44075;40790;0;0;334027;0;0;374817;0;0;0;0;0;0;0;0;374817;0;8010;382827;0;59474;442301
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44075;45517;0;17567;326807;0;50;389942;0;0;0;0;0;0;0;0;389942;0;6216;396158;0;46088;442246
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;44075;86731;0;0;257776;0;1090;345597;0;0;0;0;0;0;0;465;346062;0;9874;355936;0;78694;434630
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;I;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17571;17571;0;415808;433380
