Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44075;565102;0;18315;2010789;0;11528;2605734;0;0;0;0;0;0;0;956;2606690;0;371523;2978213;0;468547;3446760
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44075;535305;0;0;2197453;0;30400;2763159;0;4354;83979;0;0;0;88333;0;2851491;0;76549;2928040;0;490423;3418463
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44075;450103;0;89859;1893414;0;1416;2434792;0;0;0;0;0;0;0;7640;2442433;0;575028;3017461;0;343517;3360978
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;44075;85859;0;0;1946395;0;4535;2036790;0;0;89968;0;0;0;89968;622125;2748883;0;180525;2929408;1364;428861;3359633
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;44075;485516;0;223439;1198017;0;11489;1918461;0;0;0;0;0;0;0;3498;1921959;0;868417;2790376;0;492556;3282932
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;I;2;CUIABA;MT;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3116800;3116800;0;153611;3270411
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;S4;I;3;SAO PAULO;SP;44075;506;0;0;0;0;0;506;0;33523;23839;0;0;0;57362;1804574;1862443;149940;626249;2638631;0;630928;3269559
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;PORTO ALEGRE;RS;44075;27188;0;0;2180831;0;0;2208019;0;0;0;151626;0;0;151626;0;2359645;0;547466;2907111;0;237882;3144993
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44075;506413;0;23045;1639953;0;13242;2182654;0;0;0;0;0;0;0;3933;2186587;0;553810;2740397;0;403041;3143439
REALIZE CFI - PRUDENCIAL;1000084703;n1;S4;I;3;PORTO ALEGRE;RS;44075;0;0;265940;94906;0;0;360845;0;0;0;313663;0;0;313663;50703;725211;0;1812895;2538106;26538;550214;3114858
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44075;443029;2626;0;1904909;0;4464;2355029;0;26664;0;256;0;0;26921;0;2381949;0;162891;2544840;0;534102;3078943
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44075;445005;0;217572;1322404;0;17874;2002855;0;0;0;0;0;0;0;38736;2041591;0;713002;2754593;0;316591;3071183
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2880861;2880861;0;130607;3011468
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;S4;I;2;MARINGA;PR;44075;89;0;0;0;0;0;89;0;0;0;0;0;0;0;0;89;0;2849102;2849191;0;137337;2986527
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44075;401006;0;864;1358589;0;1337;1761796;0;0;0;0;0;0;0;1715;1763511;0;654295;2417806;0;536938;2954744
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44075;358524;0;16682;935270;0;2769;1313245;0;0;0;0;0;0;0;15235;1328480;0;1037121;2365601;0;528306;2893907
AGIBANK - PRUDENCIAL;1000083694;b1;S4;C;2;PORTO ALEGRE;RS;44075;52589;0;205374;1541323;0;0;1799285;0;0;0;179793;0;0;179793;0;1979078;0;279298;2258377;0;591460;2849837
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;44075;821683;0;10867;926424;0;684;1759659;0;0;0;0;0;0;0;2226;1761885;0;491907;2253792;0;478366;2732158
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44075;696346;0;72345;836427;0;1338;1606457;0;0;0;0;0;0;0;13472;1619929;0;621674;2241603;0;439027;2680631
INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL;1000084057;b1;S4;I;3;SAO PAULO;SP;44075;19519;0;0;10611;0;0;30130;0;0;0;0;0;0;0;2212123;2242253;1764;21116;2265133;682;356303;2622118
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1680985;1680985;0;203116;1884101;7;727063;2611171
PAYPAL IP - PRUDENCIAL;1000085018;n4;;I;2;SAO PAULO;SP;44075;0;0;0;0;503989;0;503989;0;0;0;0;0;0;0;16022;520011;569945;1454450;2544407;0;65035;2609441
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44075;885943;0;0;404953;0;163;1291059;0;0;113958;0;0;0;113958;190151;1595168;0;593072;2188241;0;394947;2583188
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;44075;1;0;0;1600874;0;242209;1843084;0;0;0;0;0;0;0;0;1843084;0;65159;1908243;0;621779;2530022
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;44075;616199;0;0;964374;0;1227;1581800;0;2651;108921;0;0;0;111572;32578;1725949;0;232469;1958418;206;553796;2512420
BANCO DIGIO - PRUDENCIAL;1000084655;b2;S4;I;3;BARUERI;SP;44075;0;0;10025;755159;55662;0;820846;49505;0;0;165;0;0;165;0;870516;0;1196031;2066548;0;376465;2443013
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;44075;295732;0;16335;1369811;0;15883;1697761;0;0;0;0;0;0;0;2341;1700102;0;225348;1925450;0;516517;2441967
BMW - PRUDENCIAL;1000080635;n1;S4;C;3;SAO PAULO;SP;44075;0;0;149706;78790;0;0;228496;0;0;0;0;0;0;0;1692055;1920551;0;51164;1971716;11628;439276;2422620
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;3;RIO DE JANEIRO;RJ;44075;0;0;111176;1498397;0;0;1609573;0;0;0;0;0;0;0;0;1609573;0;241921;1851494;0;549805;2401299
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;C;1;CURITIBA;PR;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339020;339020;0;194651;533671;0;1822805;2356477
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;44075;56;0;0;0;0;0;56;0;0;0;0;0;0;0;1094194;1094250;0;81580;1175831;0;1145306;2321137
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;44075;374805;0;45;991757;0;283;1366890;0;0;0;0;0;0;0;20245;1387135;0;650279;2037414;0;278008;2315422
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;44075;315634;0;115788;476407;0;334;908164;0;0;0;0;0;0;0;9753;917917;0;1107811;2025728;0;289120;2314848
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;44075;0;0;576927;0;0;0;576927;0;0;0;0;0;0;0;516026;1092953;0;68214;1161167;9086;1101551;2271804
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;44075;555131;0;0;669125;0;0;1224256;0;0;223581;0;0;0;223581;960;1448797;0;224823;1673620;0;587805;2261425
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;44075;522386;0;0;1098251;0;5119;1625756;0;3724;115043;0;0;0;118767;22531;1767054;0;156151;1923205;0;230838;2154043
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;44075;403410;0;9395;360642;0;652;774098;0;0;0;0;0;0;0;19934;794032;0;962004;1756036;0;392738;2148774
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;44075;635089;0;130206;509619;0;80;1274995;0;0;0;0;0;0;0;15011;1290006;0;422099;1712105;0;379641;2091746
WILL FINANCEIRA;1000084600;n1;S4;C;2;VITORIA;ES;44075;0;0;3888;154944;16193;0;175025;0;0;0;0;0;1100395;1100395;0;1275420;0;725792;2001212;0;75902;2077115
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;S4;I;2;PORTO VELHO;RO;44075;1875;0;0;0;0;0;1875;0;0;0;0;0;0;0;0;1875;0;1927019;1928893;0;79772;2008666
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;S5;I;2;JOAO PESSOA;PB;44075;319185;0;0;1134685;0;0;1453870;0;0;0;0;0;0;0;0;1453870;0;101381;1555251;0;445756;2001007
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1911183;1911183;0;65809;1976992
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;S4;I;2;RODEIO BONITO;RS;44075;171976;0;102347;972092;0;10582;1256997;0;0;0;0;0;0;0;0;1256997;0;430009;1687006;0;279121;1966127
COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA – UNICRED VALOR CAPITAL;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;44075;310330;0;0;1289483;0;346;1600159;0;0;0;0;0;0;0;0;1600159;0;42426;1642585;0;310624;1953209
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;44075;509484;0;0;749159;0;8228;1266871;0;2419;76010;0;0;0;78429;23850;1369150;0;135325;1504474;0;409131;1913606
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;44075;316813;0;44226;581146;0;67;942252;0;0;0;0;0;0;0;6300;948552;0;682800;1631353;0;240356;1871709
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL SC/RS;7202627;b3C;S4;I;2;CHAPECO;SC;44075;698;0;169240;0;0;0;169938;0;0;0;0;0;0;0;759785;929724;0;866588;1796312;0;55181;1851493
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;44075;595914;0;0;421101;0;0;1017015;0;70;92754;0;0;0;92824;64688;1174528;0;388057;1562585;1;284159;1846744
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;44075;0;0;0;1649080;0;0;1649080;0;0;0;0;0;0;0;0;1649080;0;52053;1701133;0;131585;1832718
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;44075;14441;0;135385;760505;0;0;910331;0;0;40116;20034;0;0;60150;617811;1588292;0;27899;1616191;0;202839;1819029
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;S4;I;2;SANTA MARIA;RS;44075;235121;0;13847;748059;0;9530;1006557;0;0;0;0;0;0;0;31003;1037559;0;386119;1423678;0;329459;1753137
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;44075;276799;0;0;889168;0;4441;1170408;0;0;115985;0;0;0;115985;18141;1304534;0;194475;1499008;12;229029;1728049
COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM;184068;b3C;S4;I;2;BELO HORIZONTE;MG;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1612894;1612894;0;101547;1714441
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;S4;I;2;MANDAGUARI;PR;44075;260083;0;16692;958415;0;1762;1236953;0;0;0;0;0;0;0;1105;1238058;0;289432;1527490;0;177840;1705330
CENTRAL DE COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO RIO GRANDE DO SUL LTDA - UNICRED CENTRAL RS;1634601;b3C;S4;I;2;PORTO ALEGRE;RS;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1597532;1597532;0;97844;1695377
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44075;449593;0;0;647526;0;27076;1124194;0;3114;40166;0;0;0;43280;15201;1182675;0;126015;1308690;0;374634;1683324
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG;89468565;b3S;S4;I;2;SARANDI;RS;44075;213655;0;64246;852645;0;4881;1135427;0;0;0;0;0;0;0;1528;1136954;0;336571;1473525;0;188117;1661642
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;S4;I;2;TEUTONIA;RS;44075;269008;0;9982;781889;0;11813;1072691;0;0;0;0;0;0;0;3026;1075717;0;307225;1382942;0;277242;1660184
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;44075;61503;0;0;1191408;0;0;1252910;0;17476;0;23668;0;0;41145;72170;1366224;327;85261;1451813;3;197082;1648898
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1593644;1593644;0;50116;1643760
GENIAL - PRUDENCIAL;1000080941;b1;S4;C;2;RIO DE JANEIRO;RJ;44075;265192;0;0;188439;0;0;453631;66415;5831;0;0;0;0;5831;0;525877;25892;1002585;1554354;0;85065;1639418
GUIDE;1000084837;n2;S4;C;3;SAO PAULO;SP;44075;0;0;0;0;0;0;0;1039963;0;0;0;0;0;0;0;1039963;0;475470;1515433;0;114651;1630084
COMMERZBANK BRASIL - PRUDENCIAL;1000084583;b1;S4;I;3;SAO PAULO;SP;44075;2772;0;0;27395;0;0;30167;0;0;0;0;0;0;0;951752;981919;22619;458443;1462981;1098;158397;1622476
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;S4;C;3;SAO PAULO;SP;44075;90202;0;0;591838;0;0;682040;0;0;0;0;0;0;0;620610;1302650;0;30365;1333015;0;273819;1606833
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;S4;I;2;CAPANEMA;PR;44075;297995;0;127550;566679;0;3166;995390;0;0;0;0;0;0;0;15223;1010614;0;350500;1361114;0;231395;1592509
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;44075;0;0;264957;0;0;0;264957;0;0;0;0;0;0;0;609758;874715;0;639719;1514434;0;44256;1558690
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;S4;I;2;ITAQUI;RS;44075;241561;0;13934;492340;0;10413;758248;0;0;0;0;0;0;0;540;758787;0;392311;1151099;0;393407;1544506
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;S4;I;2;TAPEJARA;RS;44075;265314;0;50328;561462;0;7197;884301;0;0;0;0;0;0;0;1179;885480;0;439923;1325403;0;216890;1542293
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;S4;C;3;GUARULHOS;SP;44075;0;0;259918;141465;0;0;401383;0;0;0;324539;0;0;324539;294273;1020195;58156;129466;1207817;6483;326861;1541161
COOPERATIVA DE CRÉDITO ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;S4;I;2;MARAU;RS;44075;273723;0;10359;653249;0;6435;943765;0;0;0;0;0;0;0;2194;945959;0;340188;1286148;0;187813;1473960
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;S4;I;2;JUINA;MT;44075;422699;0;100756;230175;0;573;754204;0;0;0;0;0;0;0;8803;763007;0;358301;1121309;0;329455;1450763
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG;91159764;b3S;S4;I;2;LAJEADO;RS;44075;223568;0;7363;852062;0;13372;1096366;0;0;0;0;0;0;0;1502;1097868;0;111036;1208904;0;234389;1443294
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;1272109;1272125;0;119574;1391699
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG;89990501;b3S;S4;I;2;IBIRAIARAS;RS;44075;227397;0;8690;570998;0;10438;817523;0;0;0;0;0;0;0;384;817907;0;319577;1137484;0;242343;1379826
COOPERATIVA DE CRÉDITO SICOOB OURO VERDE;5582619;b3S;S5;I;2;LONDRINA;PR;44075;329249;0;0;587312;0;4384;920946;0;0;108681;0;0;0;108681;0;1029626;0;182377;1212004;15;163157;1375176
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO REGIÕES DAS CULTURAS – SICREDI DAS CULTURAS RS/MG;90729369;b3S;S4;I;2;IJUI;RS;44075;172249;0;11209;525738;0;3449;712644;0;0;0;0;0;0;0;389;713033;0;397297;1110330;0;262275;1372605
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;S4;I;2;MARECHAL CANDIDO RONDON;PR;44075;202687;0;60551;609312;0;992;873542;0;0;0;0;0;0;0;10808;884351;0;291352;1175702;0;195266;1370968
COOPERATIVA DE CRÉDITO DO TRIÂNGULO MINEIRO E SÃO FRANCISCO LTDA. - SICOOB ARACOOP;3320525;b3S;S5;I;2;ARAGUARI;MG;44075;275657;0;0;367656;0;119;643432;0;2932;84913;0;0;0;87845;36642;767918;0;366666;1134584;0;206593;1341177
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3042597;b3S;S4;I;2;CAMPO GRANDE;MS;44075;242686;0;5229;479482;0;119;727515;0;0;0;0;0;0;0;917;728432;0;439844;1168276;0;167701;1335977
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;89049738;b3S;S4;I;2;TRES DE MAIO;RS;44075;166308;0;13201;493002;0;4934;677445;0;0;0;0;0;0;0;29489;706934;0;328226;1035160;0;290738;1325898
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;S5;I;2;PORTO ALEGRE;RS;44075;159667;0;0;936470;0;12573;1108711;0;0;0;0;0;0;0;0;1108711;0;18787;1127497;0;190534;1318031
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;44075;52288;0;0;895207;8828;3386;959709;169223;0;0;0;0;0;0;0;1128932;0;99067;1227998;0;77846;1305845
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE – SICOOB CREDIAUC;78840071;b3S;S5;I;2;CONCORDIA;SC;44075;176184;0;0;761961;0;16515;954660;0;0;63017;0;0;0;63017;1062;1018738;0;116197;1134935;0;167899;1302834
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA    UNICRED DO ESTADO DE SAO PAULO;71884498;b3S;S5;I;2;CAMPINAS;SP;44075;208315;0;0;924769;0;5471;1138556;0;0;0;0;0;0;0;0;1138556;0;12526;1151081;0;138908;1289989
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ZONA SUL - SICREDI ZONA SUL RS;90497256;b3S;S4;I;2;PELOTAS;RS;44075;264887;0;6764;500566;0;8235;780452;0;0;0;0;0;0;0;14130;794583;0;274569;1069152;0;211816;1280968
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;44075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469780;469780;0;119106;588886;0;691625;1280511
COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;42873828;b3S;S4;I;2;GUAXUPE;MG;44075;328443;0;0;492148;0;1683;822274;0;0;48792;0;0;0;48792;69799;940865;0;51465;992331;0;267725;1260056
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;b3S;S4;I;2;MARIOPOLIS;PR;44075;213813;0;15922;589346;0;2368;821448;0;0;0;0;0;0;0;9562;831011;0;268876;1099887;0;154258;1254145
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;b3S;S4;I;2;JOINVILLE;SC;44075;235927;0;84189;644537;0;393;965046;0;0;0;0;0;0;0;7786;972832;0;111492;1084324;0;158071;1242395
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;S5;I;2;SANTA MARIA DE JETIBA;ES;44075;332610;0;0;494393;0;4787;831789;0;2390;55919;0;0;0;58308;20917;911014;0;116215;1027229;0;203740;1230970
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO RAÍZES – SICREDI RAÍZES RS/SC/MG;88099247;b3S;S4;I;2;CAMPO NOVO;RS;44075;149769;0;31697;536141;0;2137;719745;0;0;0;0;0;0;0;331;720076;0;263160;983236;0;245647;1228883
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;b3S;S4;I;2;SAO JOAO;PR;44075;234809;0;11768;502741;0;2176;751494;0;0;0;0;0;0;0;8286;759780;0;242814;1002594;0;221132;1223726
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;44075;130671;0;50012;526896;0;3;707581;103903;27363;99969;1106;0;0;128438;6701;946624;0;76465;1023089;0;195041;1218130
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;S4;I;2;PORTO ALEGRE;RS;44075;215535;0;3906;735164;0;8591;963196;0;0;0;0;0;0;0;1948;965144;0;129642;1094786;0;122189;1216975
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;44075;128783;0;0;529717;0;1860;660360;0;0;147350;0;0;0;147350;293;808002;0;200726;1008728;1;207456;1216185
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS/MG;87900601;b3S;S4;I;2;SOLEDADE;RS;44075;170841;0;62673;423063;0;4177;660754;0;0;0;0;0;0;0;688;661442;0;325547;986989;0;222212;1209201
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;b3S;S4;I;2;CRISTALINA;GO;44075;179380;0;94422;558298;0;0;832100;0;0;0;0;0;0;0;5236;837337;0;225221;1062558;0;143872;1206431
