Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO FEMSA BRASIL;43488782;b3S;S5;I;2;SAO PAULO;SP;44256;2529;0;57;0;0;0;2586;0;0;0;0;-72;-72;2513;0;0;-575;-287;-5;0;18;-4;-854;1660;4;1664;0;0;1664;-284
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SAO JOAQUIM-CRESOL SÃO JOAQUIM;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;44256;2445;0;124;0;0;5;2573;-247;-458;0;0;-128;-834;1740;424;210;-795;-466;0;0;40;-413;-1001;739;13;752;-7;-36;709;0
UBS - PRUDENCIAL;1000080989;b2;S4;C;3;SAO PAULO;SP;44256;0;0;2567;0;0;0;2567;0;0;0;0;0;0;2567;117781;29;-32220;-51530;-11586;0;3067;-2372;23169;25735;-45;25691;-10684;0;15007;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI;869687;b3S;S5;I;2;BOA ESPERANCA;MG;44256;2269;0;292;0;0;0;2562;-446;-264;0;0;-570;-1280;1282;351;149;-881;-634;-30;0;410;-79;-715;566;0;567;-54;0;513;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;S5;I;2;WITMARSUM;SC;44256;2425;0;111;0;0;3;2538;-314;-518;0;0;-197;-1029;1509;337;138;-681;-410;0;0;53;-464;-1028;481;37;518;-6;0;512;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUBÁ LTDA - SICOOB SUL DE MINAS;4079285;b3S;S5;I;2;ITAJUBA;MG;44256;2323;0;210;0;0;0;2533;-297;0;0;0;-756;-1053;1480;374;422;-982;-1047;-36;0;200;-82;-1151;329;2;330;-14;-22;294;0
COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO;4281182;b3S;S5;I;2;CHAPECO;SC;44256;2367;0;132;0;0;5;2503;-181;-536;0;0;-459;-1176;1328;333;51;-638;-529;0;0;0;-456;-1238;90;14;104;-1;-77;25;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DO ACRE - SICOOB ACRE;3528402;b3S;S5;I;2;RIO BRANCO;AC;44256;2433;0;52;0;0;0;2485;-108;-35;0;0;-430;-573;1912;458;290;-926;-1297;-56;0;2125;-993;-399;1512;0;1512;-69;0;1444;-81
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COOP - COOPERATIVA DE CONSUMO E DOS EMPREGADOS DO SUPER MERCADO ZONA SUL S/A;47074323;b3S;S5;I;2;SANTO ANDRE;SP;44256;2407;0;66;0;0;0;2473;-79;0;0;0;-213;-292;2181;470;414;-1265;-1455;-16;0;787;-148;-1211;970;-22;948;0;0;948;0
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;S5;I;2;CAMPOS ALTOS;MG;44256;2134;0;331;0;0;0;2466;-290;-213;0;0;-409;-912;1553;345;150;-933;-612;-31;0;275;-322;-1128;425;14;438;-44;0;395;-91
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;44256;425;0;2023;0;0;0;2448;-1868;0;0;0;-61;-1929;519;175;0;-2578;-2709;0;0;5980;0;868;1388;0;1387;1;0;1386;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO;1330295;b3S;S5;I;2;VITORIA;ES;44256;2219;0;189;0;0;0;2407;-268;0;0;0;-255;-523;1884;308;0;-1053;-985;-20;0;254;-214;-1709;175;0;175;-7;0;168;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64293582;b3S;S5;I;2;BELO HORIZONTE;MG;44256;2375;0;28;0;0;0;2403;0;0;0;0;-203;-203;2199;0;0;-276;-274;0;0;0;-24;-575;1625;0;1625;0;0;1625;-441
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO – SICOOB COOPERAC;8071414;b3S;S5;I;2;RIBEIRAO PRETO;SP;44256;1967;0;430;0;0;0;2397;-315;0;0;0;-277;-592;1804;934;263;-1314;-1469;-22;0;268;-66;-1407;397;10;407;0;0;407;0
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;S5;I;2;CAMPINA VERDE;MG;44256;2246;0;148;0;0;0;2393;-196;-318;0;0;35;-479;1914;603;173;-937;-641;-55;0;181;-85;-760;1153;1;1155;-107;-29;1019;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E LIVRE ADMISSÃO MINAS - ESPÍRITO SANTO LTDA. - UNICRED MINAS - ES;1110032;b3S;S5;I;2;VITORIA;ES;44256;2177;0;212;0;0;0;2389;-299;0;0;0;-74;-373;2016;445;210;-1229;-1355;-10;52;6;-18;-1900;116;-20;95;0;0;95;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL - COOPNORE;7714057;b3S;S5;I;2;PORTO ALEGRE;RS;44256;2028;0;350;0;0;0;2379;-254;0;0;0;-157;-411;1967;1130;7;-890;-1934;-2;1;116;-11;-1585;383;-49;333;0;0;333;0
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;S5;I;2;UBERABA;MG;44256;2130;0;235;0;0;0;2366;-178;-91;0;0;-508;-777;1589;426;274;-1190;-444;-58;0;191;-76;-878;711;1;710;-20;0;691;0
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;44256;2301;0;57;0;0;0;2358;0;0;0;0;-188;-188;2170;0;0;-619;-372;-6;0;0;-12;-1009;1161;0;1161;-3;0;1158;-396
COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. – SICOOBMAIS;26359745;b3S;S5;I;2;IGUATAMA;MG;44256;2228;0;127;0;0;0;2354;-180;-149;0;0;-487;-816;1538;428;205;-869;-917;-21;0;203;-135;-1106;433;-4;429;-34;0;395;-26
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA - SICOOB CRUZ ALTA;73326449;b3S;S5;I;2;CRUZ ALTA;RS;44256;2235;0;106;0;0;0;2340;-266;-32;0;0;-406;-705;1636;121;243;-1021;-705;-11;0;323;-136;-1186;450;-30;419;0;0;419;-23
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;S5;I;2;SERRINHA;BA;44256;2158;0;181;0;0;0;2339;-348;-19;0;0;-373;-740;1599;298;408;-1400;-986;1;0;10;-1183;-2854;-1255;17;-1238;-2;0;-1240;0
COOPERATIVA DE CRÉDITO RURAL ASCOOB ITAPICURU - ASCOOB ITAPICURU.;3921543;b3S;S5;I;2;SANTALUZ;BA;44256;2236;0;98;0;0;0;2334;-248;-7;0;0;-1048;-1303;1031;110;343;-1049;-1049;-2;0;155;-1002;-2494;-1463;-3;-1465;0;0;-1466;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES ESTADUAIS DE SANTA CATARINA - CREDPOM;4572960;b3S;S5;I;2;FLORIANOPOLIS;SC;44256;2124;0;208;0;0;0;2331;-278;-55;0;0;-149;-482;1849;220;36;-1075;-662;-17;0;146;-171;-1524;326;1;327;-6;-62;259;-30
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94243839;b3S;S5;I;2;CASCA;RS;44256;2141;0;161;0;0;0;2302;-408;0;0;0;6;-402;1900;101;4;-556;-373;-3;1;16;-15;-825;1075;0;1076;-2;0;1073;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;71479653;b3S;S5;I;2;JUIZ DE FORA;MG;44256;2124;0;176;0;0;0;2300;-388;0;0;0;87;-302;1999;212;101;-901;-1200;-15;36;4;-13;-1777;222;1;223;0;0;223;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;S5;I;2;JACUTINGA;RS;44256;2155;0;121;0;0;18;2294;-175;-370;0;0;-249;-794;1500;396;26;-678;-430;0;0;0;-551;-1236;263;-3;260;0;-25;235;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DE VIÇOSA LTDA. - SICOOB UFVCREDI;2794761;b3S;S5;I;2;VICOSA;MG;44256;2125;0;166;0;0;0;2291;-198;0;0;0;24;-174;2117;189;22;-566;-757;-16;0;93;-89;-1124;993;3;996;-8;0;988;0
COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO;9343038;b3S;S5;I;2;SOUSA;PB;44256;2015;0;271;0;0;0;2286;-252;-50;0;0;-206;-508;1778;306;152;-654;-657;1;0;67;-366;-1151;626;0;627;0;0;627;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;53236808;b3S;S5;I;2;ARARAQUARA;SP;44256;1989;0;285;0;0;0;2275;-266;0;0;0;-903;-1170;1105;667;326;-1365;-1301;-26;0;379;-206;-1526;-420;0;-420;0;0;-420;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB METALCRED;4833655;b3S;S5;I;2;SAO PAULO;SP;44256;2237;0;35;0;0;0;2272;-14;0;0;0;-594;-608;1664;107;92;-1216;-793;-8;0;299;-49;-1569;95;0;95;0;-7;88;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;S5;I;2;BAMBUI;MG;44256;1895;0;346;0;0;0;2241;-274;-79;0;0;187;-166;2075;568;97;-1014;-895;-42;0;408;-142;-1021;1054;2;1056;-61;-41;954;0
COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.;2528151;b3S;S5;I;2;VITORIA DA CONQUISTA;BA;44256;2202;0;35;0;0;0;2237;-71;-104;0;0;-520;-695;1542;256;157;-685;-775;-14;0;134;-176;-1102;440;0;440;-9;0;431;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA – SICOOB CREDJURD;4751713;b3S;S5;I;2;PORTO VELHO;RO;44256;1925;0;304;0;0;0;2229;-42;0;0;0;-42;-84;2145;224;26;-671;-688;-21;0;196;-96;-1030;1114;0;1114;-21;0;1093;-87
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;S5;I;2;CAMPOS GERAIS;MG;44256;1968;0;257;0;0;0;2224;-253;-228;0;0;-374;-854;1370;404;222;-815;-616;-29;0;263;-108;-680;689;1;691;-69;-15;607;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE APIÚNA - CRESOL APIÚNA;7215632;b3S;S5;I;2;APIUNA;SC;44256;2173;0;45;0;0;4;2221;-225;-387;0;0;-180;-793;1429;250;163;-680;-426;0;0;57;-396;-1032;396;36;432;-6;0;426;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI;1699652;b3S;S5;I;2;GUAXUPE;MG;44256;2086;0;130;0;0;0;2216;-132;-17;0;0;-473;-622;1594;289;352;-925;-755;-26;0;142;-149;-1071;523;0;523;-29;0;494;0
COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO CEARÁ E LIVRE ADMISSÃO NAS MESORREGIÕES METROPOLITANA DE FORTALEZA E SUL CEARENSE - SICOOB CEARÁ;3620772;b3S;S5;I;2;FORTALEZA;CE;44256;2117;0;97;0;0;0;2214;-233;0;0;0;-251;-484;1730;460;246;-692;-1180;-17;0;135;-140;-1188;542;59;601;-25;0;576;-52
COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA;4174720;b3S;S5;I;2;MAIRI;BA;44256;1999;0;207;0;0;0;2206;-210;0;0;0;-306;-516;1690;711;714;-1139;-1478;-53;0;138;-188;-1295;396;0;396;-39;0;357;0
SCB CRÉDITO SCMEPP - PRUDENCIAL;1000083230;n1;S5;I;2;FORTALEZA;CE;44256;2203;0;2;0;0;0;2205;0;0;0;0;-204;-204;2001;0;0;-87;-1380;-80;0;0;-5;-1551;450;0;450;-100;0;351;0
CREDISIS CREDIBRÁS COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO OESTE DE RONDÔNIA;5597773;b3S;S5;I;2;NOVA BRASILANDIA;RO;44256;2102;0;61;0;0;0;2163;-133;-12;0;0;-43;-187;1975;140;18;-720;-815;0;0;33;-14;-1358;618;0;618;0;0;618;-47
BANCO XCMG BRASIL;1000085300;b2;S4;I;3;POUSO ALEGRE;MG;44256;1977;0;167;0;0;0;2144;-5;0;0;0;-140;-144;2000;0;31;-1095;-611;-102;0;0;-8;-1786;214;0;214;-158;0;56;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED;2179673;b3S;S5;I;2;OURINHOS;SP;44256;1818;0;315;0;0;0;2133;-329;0;0;0;476;147;2280;252;36;-683;-599;-19;0;183;-132;-962;1318;1;1317;0;0;1317;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;S5;I;2;SARANDI;RS;44256;2062;0;54;0;0;1;2117;-245;-241;0;0;239;-247;1870;278;209;-637;-460;1;0;124;-422;-909;960;10;970;0;-70;901;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE;71261184;b3S;S5;I;2;CARATINGA;MG;44256;1937;0;180;0;0;0;2117;-279;0;0;0;-141;-420;1697;354;108;-588;-586;-30;0;256;-118;-604;1093;4;1097;-14;-14;1069;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA;8055016;b3S;S5;I;2;XAVANTINA;SC;44256;1814;0;262;0;0;36;2112;-263;-417;0;0;95;-585;1527;254;45;-421;-384;0;0;1;-449;-955;572;1;573;0;-56;517;0
COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;71163315;b3S;S5;I;2;SETE LAGOAS;MG;44256;1833;0;272;0;0;0;2105;-371;0;0;0;-120;-491;1614;451;133;-738;-988;-9;30;2;-10;-1128;486;3;489;-3;0;486;0
UNICRED COSTA DO SOL RJ – COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.;39231527;b3S;S5;I;2;MACAE;RJ;44256;1797;0;308;0;0;0;2105;-293;0;0;0;-151;-443;1662;186;61;-768;-1366;-5;0;76;-7;-1823;-162;24;-138;0;0;-138;0
UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;37554441;b3S;S5;I;2;DOURADOS;MS;44256;1786;0;311;0;0;0;2097;-300;0;0;0;-175;-475;1622;119;35;-691;-637;-3;0;171;-116;-1121;501;2;503;1;0;502;-125
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED;12384953;b3S;S5;I;2;JARAGUA DO SUL;SC;44256;1789;0;291;0;0;0;2080;-307;1;0;0;-1651;-1958;122;254;236;-558;-582;-16;0;237;-69;-499;-377;-5;-382;-16;-50;-448;-90
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;S5;I;2;CHAPADA GAUCHA;MG;44256;1962;0;73;0;0;45;2080;-91;-182;0;0;-323;-595;1485;396;388;-805;-1021;-41;0;785;-202;-500;985;3;988;-18;0;970;0
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS;5241145;b3S;S5;I;2;GETULIO VARGAS;RS;44256;1958;0;95;0;0;21;2074;-184;-313;0;0;-123;-619;1455;234;72;-460;-334;0;0;0;-403;-891;564;62;626;0;-23;603;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PIRACANJUBA LTDA;5222094;b3S;S5;I;2;PIRACANJUBA;GO;44256;1921;0;153;0;0;0;2074;-168;-265;0;0;153;-280;1794;312;81;-559;-616;-31;0;119;-41;-733;1061;11;1072;-63;0;1008;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA. - SICOOB COOPEC;32615247;b3S;S5;I;2;ITABUNA;BA;44256;2011;0;53;0;0;0;2065;-93;0;0;0;-340;-433;1632;85;56;-751;-1017;-10;0;93;-190;-1734;-102;0;-102;0;0;-103;-20
VISION S.A. CC - PRUDENCIAL;1000081892;n2;S4;I;2;SAO PAULO;SP;44256;0;0;0;0;2063;0;2063;0;0;0;0;-7;-7;2056;1059;0;-764;-1937;-199;0;12;0;-1827;228;0;228;-63;0;165;0
SIMPALA CFI - PRUDENCIAL;1000085070;n1;S4;C;2;PORTO ALEGRE;RS;44256;2011;0;24;0;0;0;2035;-311;0;0;0;-1377;-1689;346;2997;153;-828;-3430;-220;-24;33;-1;-1321;-975;-192;-1167;792;-7;-381;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB SANTA;65560658;b3S;S5;I;2;SAO PAULO;SP;44256;1980;0;11;0;0;0;1991;-20;0;0;0;-760;-781;1210;78;49;-1167;-699;-9;0;95;-149;-1802;-592;0;-592;0;0;-592;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES – SICREDI BANDEIRANTES SP;4853988;b3S;S4;I;2;SAO CARLOS;SP;44256;1863;0;114;0;0;0;1977;-146;-13;0;0;-295;-453;1524;357;265;-656;-591;-1;0;156;-390;-861;663;-3;661;0;-84;577;0
VIC DTVM S/A - PRUDENCIAL;1000084002;n2;S4;I;2;RIO DE JANEIRO;RJ;44256;79;0;2179;-282;0;0;1977;0;0;0;0;0;0;1977;101;0;-360;-328;-42;0;0;0;-629;1348;0;1348;0;0;1348;0
BROKER BRASIL CC LTDA. - PRUDENCIAL;1000082372;n2;S4;I;2;SAO PAULO;SP;44256;0;0;34;0;1938;0;1972;0;0;0;0;-2;-2;1970;1777;0;-1106;-2082;-263;0;1;-20;-1693;277;0;277;-105;0;173;0
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;S5;I;2;RIO DE JANEIRO;RJ;44256;1320;0;647;0;0;0;1966;-397;0;0;0;361;-36;1931;7419;512;-1523;-1784;-653;0;171;-4017;125;2055;-18;2037;-383;0;1655;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO EMPREENDEDORES - SICREDI EMPREENDEDORES PR;7070495;b3S;S4;I;2;CURITIBA;PR;44256;1519;0;442;0;0;0;1961;-417;-21;0;0;-605;-1042;919;701;315;-890;-621;-5;0;113;-465;-852;67;0;67;0;-95;-29;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO HOSPITALAR E EMPREGADOS DOS ESTABELECIMENTOS HOSPITALARES DE BELO HORIZONTE, REGIÃO METROPOLITANA E ZONA DA MATA LTDA.- SICOOB CECREF;19402130;b3S;S5;I;2;BELO HORIZONTE;MG;44256;1901;0;59;0;0;0;1960;-108;-13;0;0;-101;-222;1739;67;29;-1009;-743;-11;0;268;-101;-1500;238;0;238;0;0;238;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER;5494591;b3S;S5;I;2;ALFREDO WAGNER;SC;44256;1838;0;86;0;0;10;1934;-207;-451;0;0;-161;-819;1115;334;89;-573;-252;0;0;45;-388;-745;370;3;373;-1;-10;362;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE POUSO REDONDO - CRESOL POUSO REDONDO;10453077;b3S;S5;I;2;POUSO REDONDO;SC;44256;1880;0;45;0;0;5;1930;-208;-394;0;0;-360;-962;969;244;128;-497;-248;0;0;22;-382;-734;235;2;237;1;0;236;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPITÓLIO LTDA   SICOOB CREDICAPI;804046;b3S;S5;I;2;CAPITOLIO;MG;44256;1695;0;207;0;0;0;1902;-225;-100;0;0;-27;-352;1550;326;171;-926;-603;-26;0;184;-102;-977;572;2;574;-23;0;551;0
COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;5463934;b3S;S5;I;2;VOTUPORANGA;SP;44256;1582;0;316;0;0;0;1898;-213;-147;0;0;-320;-679;1219;158;79;-641;-558;-4;0;299;-103;-771;448;0;448;1;0;448;0
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;S5;I;2;BELO HORIZONTE;MG;44256;461;0;-130;0;0;1529;1860;0;-709;0;0;74;-636;1225;4;6;-160;-1766;-39;0;0;-2;-1956;-731;96;-634;0;0;-634;0
SERVICOOP - COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS ESTADUAIS DO RIO GRANDE DO SUL;3973814;b3S;S5;I;2;PORTO ALEGRE;RS;44256;1737;0;115;0;0;0;1852;-110;0;0;0;-184;-294;1558;286;0;-902;-1082;-4;0;0;-99;-1801;-243;0;-243;0;0;-243;0
COOPERATIVA DE ECONOMIA CRÉDITO MÚTUO MAGISTRADOS MEMBROS SERVIDORES PODER JUDICIÁRIO MINISTÉRIO PÚBLICO DEFENSORIA PÚBLICA PGE PGM  POLÍCIA JUDICIÁRIA OFICIAIS REGISTRADORES CEARÁ SICREDI COOPERJURIS;8041950;b3S;S5;I;2;FORTALEZA;CE;44256;1771;0;60;0;0;0;1831;-192;-150;0;0;-18;-360;1471;72;1;-359;-211;-1;0;27;-194;-665;806;0;806;-1;-10;795;0
DOURADA CORRETORA - PRUDENCIAL;1000082224;n2;S4;I;2;CURITIBA;PR;44256;0;0;5;0;1825;0;1830;0;0;0;0;0;0;1830;0;0;-542;-690;-85;0;0;0;-1318;513;0;513;-195;0;318;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ;71069587;b3S;S5;I;2;DORES DO INDAIA;MG;44256;1688;0;132;0;0;0;1821;-184;-201;0;0;-109;-493;1327;236;60;-695;-521;-18;0;160;-104;-883;444;-1;443;-18;0;425;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IRINEÓPOLIS - CRESOL IRINEÓPOLIS;9433005;b3S;S5;I;2;IRINEOPOLIS;SC;44256;1796;0;20;0;0;2;1818;-148;-293;0;0;-253;-694;1123;215;155;-554;-365;0;0;52;-337;-835;288;73;361;-12;0;350;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;S5;I;2;MARTINHO CAMPOS;MG;44256;1629;0;180;0;0;0;1809;-213;-57;0;0;-93;-363;1445;347;170;-715;-544;-29;0;212;-99;-660;786;1;786;-36;0;750;0
AF ESTADO DE PERNAMBUCO S.A. - PRUDENCIAL;1000081177;n1;S4;I;1;RECIFE;PE;44256;1711;0;75;0;0;0;1786;0;-33;0;0;-609;-642;1144;52;264;-1177;-658;-97;0;0;0;-1615;-472;-2;-474;-27;0;-501;0
COOPERATIVA DE CRÉDITO SICOOB COOPERBOM LTDA;74026998;b3S;S5;I;2;SALVADOR;BA;44256;1740;0;34;0;0;0;1774;-54;-20;0;0;-401;-475;1299;298;102;-992;-691;-23;0;97;-103;-1312;-13;0;-13;-10;0;-23;0
AGENCIA DE FOMENTO DO RN S.A. - PRUDENCIAL;1000081043;n1;S4;I;1;NATAL;RN;44256;1653;0;113;0;0;0;1766;0;-22;0;0;-287;-309;1456;382;90;-1468;-1075;-120;0;1154;-230;-1269;188;0;188;-12;0;175;0
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;S5;I;2;IRAI DE MINAS;MG;44256;1349;0;415;0;0;0;1764;-333;-191;0;0;10;-514;1250;49;21;-381;-315;-5;0;176;-15;-470;780;0;780;-5;-33;743;-67
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DAS EMPRESAS, EMPREGADOS E PRESTADORES DE SERVIÇO DAS METALÚRGICAS, SIDERÚRGICAS E INDUSTRIAIS – SICOOB COPESITA;19875244;b3S;S5;I;2;TIMOTEO;MG;44256;1680;0;78;0;0;0;1758;-106;0;0;0;-319;-425;1333;429;69;-772;-825;-40;0;360;-121;-900;433;0;433;-33;0;399;-13
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CONCÓRDIA - CRESOL CONCÓRDIA;5425526;b3S;S5;I;2;CONCORDIA;SC;44256;1618;0;134;0;0;3;1756;-188;-277;0;0;60;-406;1350;212;64;-510;-309;0;0;0;-478;-1021;329;-3;326;0;-34;292;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;42887133;b3S;S5;I;2;BOM SUCESSO;MG;44256;1469;0;280;0;0;0;1749;-273;0;0;0;10;-263;1486;387;438;-1097;-973;-55;0;127;-98;-1270;216;-1;215;-9;-41;165;0
FC FINANCEIRA CFI;1000085506;n1;S4;I;2;SAO PAULO;SP;44256;1619;0;117;0;0;0;1736;-163;0;0;0;-206;-369;1367;0;409;-2392;-2263;-113;0;4;-835;-5190;-3823;0;-3823;0;0;-3823;0
