Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;S4;C;3;SAO PAULO;SP;44256;60834;30001;28;28860;0;0;119722;-4975;-56256;-17434;0;3009;-75657;44065;2120;553;-11632;-7872;-2445;0;2129;-1976;-19123;24943;395;25338;-13308;0;12030;0
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;44256;116782;0;903;0;0;0;117686;-3756;-19987;0;0;-15749;-39492;78194;1113;15784;-4356;-33161;-3525;0;36485;-14780;-2440;75754;12613;88367;-29501;0;58866;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;44256;112509;3767;670;0;0;0;116946;-16954;-44655;-3118;0;-11488;-76215;40731;32687;1658;-10598;-15823;-2732;934;121;-2523;3726;44457;0;44457;-18112;-296;26048;0
MERCADOPAGO PRUDENCIAL;1000084820;n1;;C;2;OSASCO;SP;44256;4;0;13956;102122;0;0;116081;-804;-9231;0;-31;-4;-10071;106010;1511174;0;-115915;-178151;-177779;0;25977;-1149527;-84222;21789;0;21789;-10700;0;11088;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;44256;102314;0;10676;0;0;13;113003;-12600;-15144;0;0;-15757;-43500;69503;35229;8901;-33711;-36040;-187;0;6243;-22389;-41953;27550;589;28139;-129;-5418;22593;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;44256;107856;0;3406;0;0;0;111262;-10516;-3001;0;0;-31527;-45045;66217;43894;31266;-40752;-66491;-10705;3813;15485;-12712;-36203;30014;343;30357;-6119;-6866;17372;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;44256;102626;0;6734;0;0;5;109365;-11220;-10752;0;0;-4691;-26663;82702;29454;8751;-28968;-27796;-190;0;5886;-24738;-37602;45100;53;45153;-349;-3946;40858;0
APE POUPEX - PRUDENCIAL;1000081184;n1;S3;I;2;BRASILIA;DF;44256;62432;0;36682;0;0;8223;107336;-44735;0;0;0;-3508;-48243;59094;0;1643;-23968;-7047;-3012;0;470;-3612;-35526;23567;404;23971;0;0;23971;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;S3;C;3;SAO PAULO;SP;44256;8730;0;-53869;-13402;165391;0;106850;-33484;-3382;0;0;0;-36866;69984;215823;0;-114695;-25241;-20608;0;21313;-1324;75267;145251;0;145251;-89480;0;55772;0
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;44256;98265;0;6808;0;0;20;105093;-12192;-4085;0;0;-20550;-36827;68266;8818;9542;-21288;-25142;-604;0;10467;-7983;-26190;42077;1026;43102;-819;-2533;39751;-762
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;44256;95481;0;6783;0;0;30;102295;-10640;-10246;0;0;-16894;-37780;64515;25990;7808;-26509;-32869;-117;0;4320;-16323;-37699;26816;71;26887;-68;-4158;22661;0
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;SAO PAULO;SP;44256;92440;0;7984;0;0;0;100423;-39629;0;0;0;-33023;-72652;27771;10948;11751;-8865;-27439;-4240;0;578;-3095;-20361;7410;-244;7166;-3859;0;3307;0
ESTRELA MINEIRA - PRUDENCIAL;1000083584;n1;S4;C;2;ARAXA;MG;44256;99646;0;604;0;32;0;100283;-3460;0;0;0;-34397;-37857;62426;13481;2114;-2218;-29838;-5951;0;339;-493;-22565;39861;0;39861;-18057;-19;21785;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;44256;82762;0;13184;0;0;0;95947;-16763;-12292;0;0;-23918;-52973;42974;2740;2296;-15396;-14731;-97;0;12009;-8875;-22054;20920;832;21751;-86;0;21666;0
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;44256;72736;0;3351;-199;14967;0;90855;-8251;0;0;0;-4086;-12337;78518;19745;1594;-7384;-26189;-6060;118;1236;-52600;-69540;8977;701;9678;-3251;0;6427;0
WILL FINANCEIRA;1000084600;n1;S4;C;2;SAO PAULO;SP;44256;89069;0;1007;0;0;0;90076;-20103;0;0;0;-13580;-33683;56393;20485;0;-12084;-33925;-4089;0;4513;-5406;-30508;25885;2725;28609;-10794;-15;17800;0
COMMERZBANK BRASIL - PRUDENCIAL;1000084583;b1;S4;I;3;SAO PAULO;SP;44256;14299;0;3378;49315;15545;0;82536;-36;-78979;0;0;1095;-77921;4616;4696;157;-7829;-3871;-1223;0;96;-93;-8069;-3453;0;-3453;-2546;0;-5999;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;S4;C;2;SAO PAULO;SP;44256;38385;0;8512;17347;16845;0;81090;-36694;-2889;0;0;-4918;-44501;36588;45949;3927;-52161;-30735;-9302;0;148395;-110062;-3989;32599;-19;32580;-9964;-2096;20519;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;44256;72431;0;8338;0;0;0;80768;-11611;-214;0;0;-8924;-20749;60019;5724;4327;-19093;-17328;-415;0;4586;-4411;-26610;33410;1319;34728;-1410;0;33318;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;44256;76904;0;2715;0;0;0;79620;-3443;-32834;0;0;-11202;-47480;32140;9679;1575;-6204;-9186;-13;0;5028;-7789;-6909;25231;-75;25155;0;-767;24389;0
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;44256;0;0;3186;5430;69826;0;78442;-17721;0;0;0;-313;-18034;60408;696;2059;-30327;-43236;-3492;0;25694;-1481;-50086;10323;-469;9854;-1863;-8152;-160;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;44256;74334;0;2734;0;0;0;77068;-3650;-14884;0;0;-16193;-34727;42342;9358;2020;-11616;-10149;-815;0;4882;-4398;-10718;31623;15;31638;-2024;0;29614;-922
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;44256;0;0;809;4523;69070;0;74403;0;0;0;0;0;0;74403;48;0;-10184;-5855;-3419;0;730;-54535;-73215;1188;0;1188;-320;-565;302;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;44256;67767;0;6592;0;0;0;74359;-5041;-7444;0;0;-9133;-21619;52741;19053;6013;-13608;-18534;-73;0;4083;-11890;-14956;37785;-760;37025;0;-2256;34769;0
BCO KDB BRASIL S.A. - PRUDENCIAL;1000081603;b1;S4;C;3;SAO PAULO;SP;44256;5668;0;12688;55813;41;0;74209;-1969;-54469;0;0;-28;-56466;17743;662;0;-2525;-1693;-377;0;22058;-30964;-12839;4904;0;4904;-1587;-256;3061;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;44256;69166;0;4614;0;0;0;73780;-9832;0;0;0;-14452;-24284;49496;0;0;-11441;-7661;-61;0;325;-658;-19497;29999;-33;29966;0;0;29966;-1130
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;44256;2322;0;27604;9686;33663;0;73276;-15856;0;0;0;-1173;-17029;56247;78487;5;-34353;-55348;-9060;801;4954;-4104;-18620;37627;4;37631;-14060;-4532;19038;0
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44256;72456;0;463;0;0;0;72919;-6788;0;0;0;-28843;-35631;37288;1554;5945;-14151;-27003;-2940;0;3205;-10213;-43603;-6316;0;-6316;21512;-962;14234;0
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;44256;0;72804;3;0;0;0;72807;0;-5880;-39589;0;129;-45340;27467;1586;0;-3991;-2655;-4406;0;470;-52;-9049;18418;0;18418;-8839;0;9579;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;44256;68057;0;5286;-778;0;0;72565;-21202;0;0;0;10902;-10300;62265;12432;0;-6321;-9620;-3257;0;3087;-2687;-6366;55899;0;55899;-24562;-1441;29897;0
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;44256;0;63029;94;9417;0;0;72539;0;-6207;-39471;0;-1295;-46974;25566;0;0;-4007;-1155;-1996;0;2674;-8805;-13288;12278;1268;13545;-5703;0;7843;0
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;44256;6703;0;12168;0;52717;0;71588;-8163;-46680;0;0;5;-54838;16749;295;117;-4538;-3089;-886;0;870;-5;-7237;9513;0;9513;-4379;-6;5127;0
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;44256;5610;61852;0;-100;0;0;67361;0;-8953;-57881;0;4936;-61898;5464;0;0;-3159;-1785;-1929;0;579;-21;-6315;-852;156;-696;-1789;0;-2485;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;44256;62323;0;4982;0;0;6;67311;-5979;-5115;0;0;-3054;-14147;53165;15865;3969;-14205;-13346;-91;0;2614;-8575;-13771;39394;11;39405;0;-2929;36476;-796
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;44256;60829;0;4738;0;0;0;65567;-5495;-15181;0;0;-8530;-29206;36361;17352;6328;-16008;-16877;-29;0;5299;-11206;-15140;21221;-156;21065;0;-2110;18955;0
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;44256;60599;0;3707;0;0;0;64305;0;-24099;0;0;-3777;-27877;36429;4380;3867;-10904;-4109;-2763;0;84;-20;-9465;26964;5;26969;-6414;0;20555;0
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;44256;58652;0;5588;0;0;0;64240;-7454;-2282;0;0;-23996;-33732;30508;7905;8798;-16251;-15932;-499;0;6779;-10059;-19259;11249;528;11778;-126;-1951;9701;-805
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;44256;60565;0;3472;0;0;29;64066;-5745;-3886;0;0;-14038;-23668;40397;3962;520;-6342;-6309;-325;0;2458;-1369;-7405;32992;-27;32965;-935;0;32030;0
COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO UNIãO - SICREDI UNIAO RS/ES;88894548;b3S;S4;I;2;CERRO LARGO;RS;44256;57008;0;5997;0;0;105;63110;-7394;-8036;0;0;-5519;-20949;42161;20892;4195;-18792;-16029;-210;0;2625;-11151;-18471;23690;-36;23654;-368;-2573;20713;0
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;44256;61648;0;834;-393;598;0;62685;-5470;-245;0;0;-7244;-12959;49726;308;552;-4772;-44702;-3026;0;8906;-5119;-47853;1874;1286;3160;-1388;-78;1693;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;44256;33503;13675;10505;4980;0;0;62663;-9753;-4442;-10796;0;-15963;-40954;21709;108570;1417;-16301;-50807;-13195;29514;17930;-7575;69554;91262;1438;92700;-16587;-2261;73852;0
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;S4;I;3;PORTO ALEGRE;RS;44256;55898;0;487;3078;2182;0;61647;-14931;-2500;0;0;-2005;-19436;42211;27;364;-4103;-10534;-2100;0;218;-8003;-24132;18079;0;18079;-7985;-988;9106;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;44256;55972;0;5318;0;0;0;61289;-10583;-35878;0;0;-532;-46993;14296;28;0;-7059;-6169;-22;948;1460;-475;-11289;3007;0;3007;-47;-1589;1372;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;44256;55020;0;6045;0;0;1;61065;-10650;-3418;0;0;-7099;-21166;39899;17719;4704;-16552;-16978;-128;0;2559;-9877;-18553;21346;270;21616;-164;-2731;18721;0
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;b1;S4;C;2;SOROCABA;SP;44256;59881;0;894;0;0;0;60775;-4254;0;0;0;-38873;-43127;17648;9316;23726;-2188;-32864;-6919;0;7795;-10655;-11789;5859;8013;13872;-366;0;13506;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;44256;55969;0;4637;0;0;0;60606;-6224;-2524;0;0;-5173;-13921;46685;7226;5513;-5407;-8459;-445;0;3543;-4713;-2742;43943;-6283;37659;0;-573;37086;-1366
COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;44256;54701;0;5341;0;0;2;60044;-9662;-4384;0;0;-7236;-21282;38761;18648;3726;-13671;-11856;-259;0;2653;-9132;-9890;28871;-40;28831;-857;-3050;24923;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;44256;52233;0;7680;0;0;3;59915;-10698;-2692;0;0;-7974;-21365;38551;18642;7894;-17669;-19938;-222;0;2801;-10546;-19038;19513;-362;19151;-369;-1977;16804;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;44256;55729;0;4085;0;0;32;59846;-8347;-7092;0;0;-11644;-27083;32764;16887;1409;-15685;-12882;-98;0;2688;-8610;-16291;16472;-11;16461;-186;-1791;14484;0
BS2 - PRUDENCIAL;1000080422;b1;S3;C;2;BELO HORIZONTE;MG;44256;1628;0;10566;13867;32167;0;58228;-48282;-5028;0;0;-2716;-56026;2202;23505;4221;-25777;-91361;-10939;-572;115174;-7353;6897;9099;11339;20439;-7865;0;12574;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;44256;52979;0;4180;0;0;24;57183;-4869;-10541;0;0;-3091;-18501;38682;10748;2681;-8038;-4915;-29;0;2330;-5692;-2916;35766;3;35769;0;-1653;34116;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;44256;46251;0;9927;0;0;0;56178;-10659;0;0;0;-3015;-13674;42504;6347;2978;-15850;-8807;0;0;1674;-4542;-18199;24305;-331;23974;-80;0;23894;-2328
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;44256;41443;0;1682;0;12856;0;55981;-11788;-6280;0;0;-4608;-22676;33305;623;30;-8610;-5476;-2300;0;47286;-51434;-19880;13425;-1050;12375;-4499;0;7876;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;44256;52674;0;2220;0;0;0;54894;-1833;-10488;0;0;-5789;-18110;36784;11443;2526;-9026;-7383;-18;0;3282;-6868;-6045;30739;279;31018;0;-1645;29373;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;44256;44120;0;10081;0;0;0;54202;0;-16944;0;0;-7825;-24769;29433;601;150;-7600;-3536;-1538;0;623;-4943;-16242;13190;0;13190;-13695;0;-505;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;44256;49697;0;3721;0;0;0;53417;-3377;-19357;0;0;-8144;-30877;22540;11064;4104;-10880;-10515;-34;0;3219;-6418;-9459;13081;20;13101;-18;-2209;10874;0
AGORACRED S/A SCFI - PRUDENCIAL;1000083618;n1;S4;I;2;VITORIA;ES;44256;51776;0;100;0;0;0;51876;-1720;0;0;0;-19337;-21057;30819;0;0;-4532;-8346;-2165;0;83;-2102;-17062;13757;0;13757;-5546;0;8211;0
BARIGUI - PRUDENCIAL;1000080893;b2;S4;C;2;CURITIBA;PR;44256;49757;0;424;1162;0;0;51343;-16599;0;0;0;-1522;-18121;33221;6535;1221;-2734;-23545;-2046;1798;29;-330;-19071;14151;85;14235;-3189;-207;10838;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;44256;42377;0;8542;0;0;0;50919;-12762;-114;0;0;-5883;-18759;32159;6842;2462;-13087;-12216;-317;0;4346;-2405;-14376;17784;0;17784;-12;-900;16871;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;44256;47789;0;2714;0;0;0;50503;-3538;-3606;0;0;-5020;-12164;38338;16378;4516;-14027;-17805;-79;0;4773;-10831;-17075;21263;158;21422;0;-2804;18617;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO MT/RR;26555235;b3S;S4;I;2;SORRISO;MT;44256;44875;0;5541;0;0;0;50415;-4692;-5118;0;0;-2843;-12653;37762;14671;3069;-8984;-8641;-63;0;4056;-8187;-4080;33682;6;33688;-143;-1822;31723;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;44256;46193;0;3998;0;0;0;50191;-3659;-6667;0;0;-10823;-21148;29043;9603;977;-12593;-9146;-871;0;5839;-4113;-10304;18738;51;18789;-533;0;18256;-610
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;44256;30298;0;6007;0;13798;0;50103;-2504;-28377;0;0;42;-30838;19265;644;1;-2047;-1547;-991;0;1237;-812;-3516;15749;177;15926;-7100;0;8826;0
OURINVEST - PRUDENCIAL;1000081012;b1;S4;I;2;SAO PAULO;SP;44256;-1395;0;19518;-1959;33232;0;49396;-3013;-10;0;0;90;-2933;46464;2685;496;-16594;-25274;-2370;0;4877;-68;-36247;10216;1;10217;-4070;-1315;4832;0
CIELO - PRUDENCIAL;1000084710;n4;;C;2;BARUERI;SP;44256;1692;0;7776;39617;0;0;49086;0;-47392;0;0;-2352;-49744;-658;2681194;1272;-180790;-929004;-163246;-39938;412866;-1279331;503021;502363;-99756;402607;-108250;-29227;265130;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;44256;1390;0;47505;0;0;0;48894;-46753;-1033;0;0;152;-47634;1260;134;0;-7755;-4580;-14;10078;12872;-653;10082;11343;5;11348;-22;-511;10815;-2743
CREDIARE (COLOMBO);1000085427;n1;S4;C;2;FARROUPILHA;RS;44256;48122;0;258;0;0;0;48380;-5057;0;0;0;-10458;-15514;32866;12709;4083;-3422;-25533;-3350;0;646;-830;-15696;17170;341;17511;-7865;0;9647;0
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;C;1;CURITIBA;PR;44256;40401;0;4736;0;0;0;45137;-491;-7315;0;0;-8025;-15831;29305;458;1549;-7730;-6459;-1706;0;1189;-134;-12833;16473;5;16477;-6878;0;9600;0
BBC LEASING - PRUDENCIAL;1000084480;n1;S4;C;2;SAO PAULO;SP;44256;105;44413;142;0;0;0;44660;-2260;0;-34272;0;-2128;-38660;6000;1024;243;-1187;-3243;-1029;0;1;-168;-4359;1641;20;1661;-714;-116;831;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;S4;I;2;RODEIO BONITO;RS;44256;40491;0;2866;0;0;79;43436;-6203;-3502;0;0;-7942;-17647;25789;12022;634;-11030;-10380;-100;0;3077;-6581;-12358;13431;19;13449;-256;-2182;11012;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;44256;2480;0;40932;0;0;11;43422;-42736;-65;0;0;99;-42702;721;8;0;-6755;-4590;-38;6644;12995;-236;8028;8748;53;8801;-16;-352;8432;0
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;44256;2197;0;6226;24641;10121;0;43185;-2855;-28671;0;0;-2491;-34016;9169;2615;3;-5633;-4961;-872;0;1270;-1422;-8999;170;30;200;-24;0;176;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;44256;39259;0;3202;0;0;23;42484;-5439;-1707;0;0;-8913;-16059;26425;4657;3945;-11585;-8560;-390;0;3533;-1786;-10187;16239;-271;15968;-733;-2040;13195;-390
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;S4;I;2;MANDAGUARI;PR;44256;38340;0;3173;0;0;0;41513;-5056;-2826;0;0;-3467;-11349;30164;11171;3921;-11487;-11137;-108;0;2117;-6526;-12049;18116;23;18139;-120;-1997;16022;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;S4;I;2;SANTA MARIA;RS;44256;37110;0;3596;0;0;0;40706;-3922;-3907;0;0;-4418;-12246;28460;9832;3192;-10481;-9920;-92;0;1705;-9370;-15136;13324;-2;13322;-201;-1207;11914;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;44256;32434;0;8007;0;0;2;40443;-7150;-1647;0;0;-4905;-13703;26741;9927;1374;-8932;-5016;-106;0;3324;-6958;-6388;20353;-708;19645;-418;-1453;17774;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;44256;36271;0;3829;0;0;0;40100;-4748;-1063;0;0;-5266;-11077;29023;8087;4551;-7701;-9963;-547;0;3728;-4542;-6386;22636;-8;22628;0;-810;21818;-1091
QUERO-QUERO - PRUDENCIAL;1000080831;n1;S4;I;2;SANTO CRISTO;RS;44256;39279;0;277;0;0;0;39556;-1390;0;0;0;-8599;-9989;29567;220;3129;-2366;-24034;-1940;0;75;-155;-25072;4496;0;4496;-1803;0;2693;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;S5;I;2;JOAO PESSOA;PB;44256;35520;0;4033;0;0;0;39553;-6195;-186;0;0;-5509;-11889;27664;3295;1848;-9045;-6948;-15;0;1730;-5169;-14303;13361;-918;12443;0;-651;11792;0
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;44256;35858;0;3607;0;0;0;39465;-3789;-1500;0;0;-8609;-13898;25567;5822;5910;-5932;-9523;-425;0;3075;-3250;-4322;21245;25;21270;0;-592;20678;-876
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;70431630;b3S;S4;I;2;JUINA;MT;44256;36520;0;2063;0;0;0;38583;-1727;-3846;0;0;-4969;-10542;28041;11578;2465;-10075;-10233;-52;0;2202;-7171;-11287;16755;32;16786;-64;-1808;14914;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;44256;28434;0;9113;0;0;104;37650;-11269;0;0;0;3111;-8158;29492;1049;1556;-7814;-948;-95;0;5588;-573;-1236;28256;985;29241;-448;0;28794;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;44256;0;0;37558;0;0;0;37558;-36316;0;0;0;0;-36316;1243;0;0;-5318;70292;0;0;2899;-68835;-960;282;0;283;0;-283;0;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;44256;204;36633;0;0;0;0;36837;-460;-7554;-24545;0;-2144;-34702;2135;1113;0;-2930;388;-1133;0;886;0;-1676;459;-123;336;-167;0;169;0
