Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito Classificada;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;;I;3;SAO PAULO;SP;41883;670035;358611;443321;357211;226714;-4416;1;1
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;;I;2;SAO PAULO;SP;41883;665325;401165;563514;485662;101811;1706;1;0
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;;C;3;GUARULHOS;SP;41883;665131;521531;507244;364197;157888;11703;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;;I;2;SANTA MARIA;RS;41883;658693;400718;544169;364830;114524;3559;0;15
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;;I;2;CANARANA;MT;41883;630492;419647;506987;241232;123506;5330;0;14
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;;I;2;PORTO ALEGRE;RS;41883;624499;318007;532327;514847;92172;5268;0;16
RANDON - PRUDENCIAL;1000080800;b1;;C;2;CAXIAS DO SUL;RS;41883;613659;449590;470156;325556;143503;5136;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;;I;2;TEUTONIA;RS;41883;612802;332001;512557;398901;100245;3580;0;17
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;;I;2;VENDA NOVA DO IMIGRANTE;ES;41883;610802;436095;465191;453923;145611;14114;0;20
MÁXIMA - PRUDENCIAL;1000080367;b1;;C;2;RIO DE JANEIRO;RJ;41883;607984;181718;563096;505742;44889;-11437;5;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;;I;2;PONTA GROSSA;PR;41883;606831;357705;531133;342836;75698;5662;0;21
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO LTDA   UNICRED CENTRAL SP;73085573;b3C;;I;2;SAO PAULO;SP;41883;604882;7867;579491;0;25391;217;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;;I;2;SAO MIGUEL D'OESTE;SC;41883;599373;407408;483170;463778;116204;7630;0;16
ICAP DO BRASIL CTVM LTDA. - PRUDENCIAL;1000082705;n2;;I;3;RIO DE JANEIRO;RJ;41883;596503;3619;538057;132999;58445;-176;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;;I;2;RODEIO BONITO;RS;41883;588576;353708;475949;369348;112628;5064;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;;I;2;TRES DE MAIO;RS;41883;577845;350350;451801;311779;126045;2374;0;20
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;;I;2;MARINGA;PR;41883;568785;376300;483063;459882;85722;9103;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;;I;2;SAO GABRIEL DA PALHA;ES;41883;566131;455366;426270;413860;139861;11548;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;;I;2;TAPEJARA;RS;41883;565469;333009;471112;310296;94357;2924;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;41883;548330;381568;406005;393882;142324;14096;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;;I;2;IBIRAIARAS;RS;41883;542698;279884;458315;348282;84383;5116;0;19
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;b3S;;I;2;AGUDO;RS;41883;535685;249694;430015;331308;105670;3093;0;14
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;;I;2;CAPANEMA;PR;41883;530545;350347;430025;311343;100520;4929;0;25
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO BRASIL CENTRAL;4243780;b3C;;I;2;GOIANIA;GO;41883;529939;3098;508626;0;21313;593;0;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;;I;2;LAJEADO;RS;41883;526258;217925;431407;397986;94851;5359;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;;I;2;JUINA;MT;41883;523244;383525;381067;245663;142177;10985;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;;I;2;TANGARA DA SERRA;MT;41883;522841;378946;418924;293772;103917;5356;0;19
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DO LITORAL E NORTE CATARINENSE LTDA;74114042;b3S;;I;2;ITAJAI;SC;41883;520820;372266;441751;429327;79069;3048;0;14
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90729369;b3S;;I;2;IJUI;RS;41883;519240;292818;416503;258362;102738;3567;0;17
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;;I;2;RIO VERDE;GO;41883;509514;368836;317673;235426;191841;13047;0;13
COOPERATIVA DE CRÉDITO DOS MÉDICOS, OUTROS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO.;36900256;b3S;;I;2;CUIABA;MT;41883;499930;367580;348690;327605;151240;6344;0;8
UBS - PRUDENCIAL;1000080989;b2;;C;3;SAO PAULO;SP;41883;489067;0;392932;0;96135;1548;3;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA ZONA SUL - SICREDI ZONA SUL RS;90497256;b3S;;I;2;PELOTAS;RS;41883;480725;273372;399316;293631;81410;4137;0;15
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ - SICOOB NORTE DO PARANÁ;5582619;b3S;;I;2;LONDRINA;PR;41883;478467;278380;424007;412825;54460;4357;0;14
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;b3C;;I;2;RIO DE JANEIRO;RJ;41883;474308;0;455723;0;18585;-31;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DE MATO GROSSO - SICREDI SUL MT;26549311;b3S;;I;2;RONDONOPOLIS;MT;41883;473240;314721;395401;259069;77839;5419;0;8
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS BOTUCARAÍ - SICREDI BOTUCARAÍ RS;87900601;b3S;;I;2;SOLEDADE;RS;41883;465967;276039;378782;256477;87184;2202;0;14
UNICRED CEARÁ CENTRO NORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE E DE PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS OU MICROEMPREENDEDORES DA REGIÃO CENTRO NORTE DO CEARÁ LTDA.;72257793;b3S;;I;2;FORTALEZA;CE;41883;460308;283296;363905;341556;96403;807;0;11
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO LTDA. - UNICRED CAMPINAS;71884498;b3S;;I;2;CAMPINAS;SP;41883;451555;257055;377790;374360;73765;3803;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78840071;b3S;;I;2;CONCORDIA;SC;41883;450998;206702;379328;370396;71670;9752;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;;I;2;GUAXUPE;MG;41883;443248;230861;338179;316331;105069;4436;0;23
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;;I;2;COLIDER;MT;41883;437077;323449;353318;210255;83759;7704;0;17
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;b3S;;I;2;PORTO ALEGRE;RS;41883;431419;172000;392552;358519;38867;-201;0;18
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;;I;2;BELO HORIZONTE;MG;41883;430717;301876;344280;316710;86437;206;1;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO;89468565;b3S;;I;2;SARANDI;RS;41883;429939;247114;373591;252211;56348;2007;0;22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;;I;2;SANTA MARIA DE JETIBA;ES;41883;426679;336720;346796;338106;79883;7470;0;11
BCO WOORI BANK DO BRASIL S.A. - PRUDENCIAL;1000081823;b1;;I;3;SAO PAULO;SP;41883;419556;28723;340757;330560;78799;1135;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;;I;2;PIMENTA BUENO;RO;41883;417369;305029;358500;347117;58870;5462;0;26
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO SUDOESTE -SICREDI IGUAÇU PR/SC;84974278;b3S;;I;2;SAO JOAO;PR;41883;413683;250020;339584;232891;74099;3601;0;19
AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL;1000081139;n1;;I;1;RIO DE JANEIRO;RJ;41883;407313;110381;70628;58805;336685;3338;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;;I;2;VILHENA;RO;41883;404172;263991;324610;314440;79563;5736;0;11
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;;I;2;PORTO ALEGRE;RS;41883;403364;147311;363031;350654;40332;-2788;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALIANÇA RS/SC - SICREDI ALIANÇA RS/SC;87795639;b3S;;I;2;MARAU;RS;41883;401584;190336;330186;250848;71399;3071;0;17
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA;4388688;b3S;;I;2;GOIANIA;GO;41883;397772;155421;277212;272972;120561;7206;0;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;;I;2;CAMPO VERDE;MT;41883;397770;336199;318432;180603;79338;1899;0;6
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;b3S;;I;2;CACHOEIRA DO SUL;RS;41883;394132;223721;347888;230937;46244;1254;0;14
COOPERATIVA   DE   CRÉDITO   DE  LIVRE  ADMISSÃO  DE  ASSOCIADOS DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;b3S;;I;2;SANTA CRUZ DO SUL;RS;41883;392236;203672;333431;283242;58805;3115;0;15
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR E OUTROS SEGMENTOS DE CRÉDITO DO ESTADO DE MINAS GERAIS LTDA - UNICRED CENTRAL (MG);184068;b3C;;I;2;BELO HORIZONTE;MG;41883;389495;0;374846;0;14649;20;0;0
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;;I;2;PORTO VELHO;RO;41883;387837;13940;365247;0;22589;545;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;;I;2;PINHALZINHO;SC;41883;385584;250147;305889;298485;79694;8311;0;8
BCO GERADOR S.A. - PRUDENCIAL;1000081809;b1;;C;2;RECIFE;PE;41883;385206;245622;346681;246620;38525;-5835;1;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - SICREDI RIO;72128440;b3S;;I;2;RIO DE JANEIRO;RJ;41883;376009;295261;313462;301068;62546;1741;0;11
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;;I;2;CAXIAS DO SUL;RS;41883;371946;205910;319204;312090;52742;3025;0;9
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;b3S;;I;2;CUNHA PORA;SC;41883;370236;176094;296496;293139;73740;7175;0;9
BANCO BM&FBOVESPA - PRUDENCIAL;1000081225;b1;;I;2;SAO PAULO;SP;41883;369564;0;305590;243717;63974;1671;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;b3S;;I;2;TURVO;SC;41883;365142;156196;295839;283897;69303;3878;0;18
AFEAM - PRUDENCIAL;1000081108;n1;;I;1;MANAUS;AM;41883;363795;99327;244638;90974;119157;-422;1;0
BARIGUI - PRUDENCIAL;1000080893;n1;;C;2;CURITIBA;PR;41883;362002;323252;315345;252123;46657;9494;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO JAGUARI - SICREDI VALE DO JAGUARI RS;87780284;b3S;;I;2;SANTIAGO;RS;41883;361663;226921;270320;160673;91343;3895;0;12
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;;I;3;SAO PAULO;SP;41883;355580;114886;254441;231907;101139;2245;1;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA, AGROPECUARISTAS E EMPRESÁRIOS DA REGIÃO DE PIRACICABA;54401286;b3S;;I;2;PIRACICABA;SP;41883;355210;126868;283590;276867;71620;42;0;10
CONFIDENCE - PRUDENCIAL;1000080783;b2;;C;2;BARUERI;SP;41883;348772;0;285804;78464;62968;7826;21;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARQUE DAS ARAUCÁRIAS PR/SC - SICREDI PARQUE DAS ARAUCÁRIAS PR/SC;82065285;b3S;;I;2;MARIOPOLIS;PR;41883;346556;215064;290017;216927;56539;2803;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR;79457883;b3S;;I;2;MANDAGUARI;PR;41883;346045;191463;292976;212127;53069;2591;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87781530;b3S;;I;2;PASSO FUNDO;RS;41883;343739;220899;294261;206443;49478;1384;0;9
OURINVEST - PRUDENCIAL;1000081012;b2;;C;2;SAO PAULO;SP;41883;337263;74907;291310;205317;45953;1070;2;0
COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO ALIANÇA DAS REGIOES COSTA OESTE PARANAENSE E NORTE PAULISTA - SICREDI ALIANÇA PR/SP;79052122;b3S;;I;2;MARECHAL CANDIDO RONDON;PR;41883;333699;188015;254598;184468;79101;4269;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO - SICREDI CELEIRO RS/SC;88099247;b3S;;I;2;CAMPO NOVO;RS;41883;331147;238377;270392;187314;60755;2066;0;17
SANTINVEST - PRUDENCIAL;1000080446;n1;;C;2;FLORIANOPOLIS;SC;41883;329195;317138;204615;194259;124580;-6193;5;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, EMPRESÁRIOS E PROFESSORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA;1039011;b3S;;I;2;CHAPECO;SC;41883;327121;223609;281590;273976;45531;1804;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3960819;b3S;;I;2;GUARATUBA;PR;41883;325311;232735;295516;287391;29794;3077;0;51
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO NOSSA TERRA   SICREDI NOSSA TERRA PR/SP;81192106;b3S;;I;2;CAFELANDIA;PR;41883;321578;157026;261978;182294;59601;3782;0;10
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33370115;b3S;;I;2;RIO DE JANEIRO;RJ;41883;320211;84354;267407;260472;52804;5008;0;4
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DE BLUMENAU E VALE DO ITAJAÍ LTDA – UNICRED BLUMENAU;73443863;b3S;;I;2;BLUMENAU;SC;41883;317857;183392;278788;271665;39069;1539;0;11
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE, CONTABILISTAS, PROFESSORES E EMPRESÁRIOS DA REGIÃO SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;b3S;;I;2;CRICIUMA;SC;41883;317107;215602;261497;252908;55611;3188;0;9
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;;I;3;BARUERI;SP;41883;316716;190489;290844;208220;25873;1085;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS POLICIAIS MILITARES E SERVIDORES DA SECRETARIA DOS NEGÓCIOS DA SEGURANÇA PÚBLICA DO ESTADO DE SÃO PAULO;62673470;b3S;;I;2;SAO PAULO;SP;41883;314099;216414;116728;104617;197371;3213;0;36
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;n1;;C;2;BARUERI;SP;41883;303168;245949;252765;169728;50402;2890;1;0
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;;I;2;RIBEIRAO PRETO;SP;41883;300401;203851;229523;227016;70878;209;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR, DOS SERVIDORES PÚBLICOS FEDERAIS E DOS EMPRESÁRIOS DO ESTADO DE ALAGOAS - UNICRED ALAGOAS;41180092;b3S;;I;2;MACEIO;AL;41883;298137;168364;193318;185195;104818;4788;0;5
CARUANA SCFI - PRUDENCIAL;1000083591;n1;;I;2;SAO PAULO;SP;41883;295844;261480;246570;223110;49274;1125;1;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - UNICRED METROPOLITANA;259231;b3S;;I;2;SANTOS;SP;41883;295053;179290;238750;226738;56302;2297;0;15
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;b3S;;I;2;SANTO ANTONIO DA PLATINA;PR;41883;295019;182980;254615;178291;40404;1748;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARANAPANEMA - SICREDI PARANAPANEMA PR/SP;79086997;b3S;;I;2;CAMBARA;PR;41883;293040;178656;248342;158873;44698;421;0;25
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;;I;3;PORTO ALEGRE;RS;41883;289393;184948;207867;187487;81526;-2573;3;0
BRICKELL S.A. CFI - PRUDENCIAL;1000083601;n1;;I;2;SAO PAULO;SP;41883;285038;255592;251192;232955;33846;-188;1;0
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;;I;3;BARUERI;SP;41883;284434;5172;231657;178494;52776;4421;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ESPUMOSO - SICREDI ESPUMOSO RS;87900411;b3S;;I;2;ESPUMOSO;RS;41883;282102;168096;218431;131746;63670;2134;0;6
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ROTA DAS TERRAS - SICREDI ROTA DAS TERRAS RS;87510475;b3S;;I;2;TAPERA;RS;41883;281889;181475;221594;126426;60295;2949;0;5
FINAMAX S.A. CFI - PRUDENCIAL;1000083436;n1;;I;2;JUNDIAI;SP;41883;281231;227132;241286;232300;39945;2043;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85291086;b3S;;I;2;JACINTO MACHADO;SC;41883;280925;143459;228242;224811;52683;4684;0;14
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;;I;2;SAO GABRIEL DO OESTE;MS;41883;279540;180246;228857;141174;50683;1996;0;10
ECONOMIA CI S.A.-ECONOMISA - PRUDENCIAL;1000083364;n1;;I;2;BELO HORIZONTE;MG;41883;279096;13895;256212;55224;22885;337;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO JACUÍ - SICREDI ALTO JACUÍ RS;87779625;b3S;;I;2;NAO-ME-TOQUE;RS;41883;278898;155717;226442;144697;52455;1849;0;8
BNY MELLON - PRUDENCIAL;1000080910;b1;;C;3;RIO DE JANEIRO;RJ;41883;275753;0;147847;92874;127906;4278;3;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3055269;b3S;;I;2;AMERICANA;SP;41883;268484;200107;235762;230979;32722;1026;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81016131;b3S;;I;2;VIDEIRA;SC;41883;265540;148703;214881;211618;50659;4928;0;10
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE BAGÉ   SICREDI FRONTEIRA SUL RS;88530142;b3S;;I;2;BAGE;RS;41883;264790;176863;220989;133492;43802;1425;0;12
BCO FICSA S.A. - PRUDENCIAL;1000081737;b1;;I;2;SAO PAULO;SP;41883;263532;63088;241617;184599;21914;-2721;1;0
BR PARTNERS - PRUDENCIAL;1000080934;b2;;C;2;SAO PAULO;SP;41883;263384;28112;139536;126160;123848;-7588;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO - SICREDI NOROESTE MT;33022690;b3S;;I;2;ARAPUTANGA;MT;41883;260905;171833;212133;147768;48772;3903;0;14
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95213211;b3S;;I;2;ROLANTE;RS;41883;256549;179914;226551;192202;29998;1212;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78907607;b3S;;I;2;PRUDENTOPOLIS;PR;41883;251951;163291;209797;137618;42154;1728;0;14
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIÃO MATO GROSSO DO SUL - SICREDI UNIÃO MS;24654881;b3S;;I;2;CAMPO GRANDE;MS;41883;250839;138054;188273;163796;62566;2965;0;6
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76059997;b3S;;I;2;TOLEDO;PR;41883;248636;165560;197378;131572;51259;1468;0;11
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DE CAMPO GRANDE MS LTDA.;73647935;b3S;;I;2;CAMPO GRANDE;MS;41883;247824;78820;189984;181527;57840;2024;0;6
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA - SICOOB CENTRAL BA;34148882;b3C;;I;2;SALVADOR;BA;41883;247646;8898;212743;10699;34903;442;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;b3S;;I;2;MANHUACU;MG;41883;245717;144266;199660;133193;46057;4558;0;16
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;;I;2;LAPA;PR;41883;241985;129724;215575;164091;26410;-254;0;12
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;41883;241687;189224;194447;187378;47240;5413;0;6
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER;46642294;b3S;;I;2;SAO JOSE DOS CAMPOS;SP;41883;237326;185553;28127;13307;209198;6938;0;5
