Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Social de Cooperativas (k)
BS2 - PRUDENCIAL;1000080422;b1;S4;C;2;BELO HORIZONTE;MG;43891;13644;0;6416;60527;39190;0;119777;-121060;-3361;0;0;-5356;-129777;-10000;18369;915;-23945;-84567;-4561;-480;51954;-7962;-50278;-60278;734;-59544;26589;-2252;-35207;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;S4;C;2;UBERLANDIA;MG;43891;113252;0;5667;0;104;0;119022;-16664;-1862;0;0;-45944;-64469;54553;28695;29063;-41542;-57024;-9748;2712;18552;-9844;-39136;15417;-402;15015;-4203;-4228;6583;0
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;43891;0;0;1361;12215;104872;0;118448;0;0;0;0;0;0;118448;12;3;-8457;-3755;-5480;0;45;-83430;-101062;17385;0;17385;-7086;-528;9771;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;43891;107699;0;9551;0;0;6;117256;-17304;-12749;0;0;-25070;-55124;62132;28272;9170;-32696;-39112;-948;0;3577;-19162;-50898;11233;-17;11217;-2288;-3735;5194;0
SCANIA - PRUDENCIAL;1000080776;b2;S4;C;3;SAO BERNARDO DO CAMPO;SP;43891;110840;4919;883;0;0;0;116642;-20727;-41337;-3550;0;-4738;-70352;46290;32919;1070;-10582;-20072;-2400;961;250;-822;1324;47613;437;48050;-15486;-312;32251;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;S3;C;3;SAO PAULO;SP;43891;31367;0;24751;59056;0;0;115175;-11931;-18151;0;-58007;-1545;-89633;25541;26497;159;-35334;-21408;-4382;0;37046;-4411;-1834;23708;-52;23656;-11668;0;11987;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;S4;I;3;BETIM;MG;43891;107854;0;3877;-594;0;0;111137;-40393;0;0;0;19486;-20907;90230;11522;0;-5463;-9484;-4103;0;3513;-2462;-6477;83753;-4;83749;-34397;-786;48565;0
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;43891;103161;0;579;0;0;0;103740;-7228;0;0;0;-32825;-40053;63686;2583;5460;-12802;-31735;-4435;0;1197;-5384;-45116;18570;0;18570;-6112;-1916;10543;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;43891;91539;0;9130;0;0;2;100671;-16700;-8347;0;0;-17482;-42530;58141;23114;8141;-26717;-26388;-733;0;3604;-16097;-35076;23065;-155;22910;-2044;-4307;16559;0
SAX S.A. CFI - PRUDENCIAL;1000083515;n1;S4;C;2;BARUERI;SP;43891;99861;0;787;0;0;0;100648;-4265;-22011;0;0;-54832;-81108;19541;2350;19710;-6093;-29752;-5101;0;31877;-13550;-559;18982;744;19726;-8566;0;11160;0
MERCADOPAGO PRUDENCIAL;1000084820;n4;;I;2;OSASCO;SP;43891;0;0;16816;81573;0;0;98389;0;-718;0;-279;0;-996;97392;895216;0;-59946;-114580;-121953;0;22994;-663730;-41998;55394;0;55394;-20545;0;34849;0
YAMAHA MOTOR - PRUDENCIAL;1000080721;b2;S4;C;3;GUARULHOS;SP;43891;78980;0;1006;16597;0;0;96584;-12452;-32712;0;0;-22401;-67565;29019;25264;9142;-12377;-48975;-7291;0;32516;-6459;-8180;20839;-33;20806;-6440;0;14366;0
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;43891;82115;0;12500;0;0;0;94615;-22296;-12824;0;0;-25372;-60492;34123;5715;2446;-14747;-14107;-244;0;7484;-4852;-18305;15818;8;15826;-967;0;14859;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;43891;84784;0;8753;0;0;20;93557;-15737;-8567;0;0;-15987;-40291;53266;19865;7269;-24108;-29039;-584;0;4035;-13666;-36228;17038;-19;17018;-1484;-3553;11981;0
BCO DA CHINA BRASIL S.A. - PRUDENCIAL;1000081816;b1;S4;I;3;SAO PAULO;SP;43891;2953;0;22161;0;68209;0;93323;-9880;-65600;0;0;1294;-74187;19137;191;26;-5366;-3857;-2526;0;95;-175;-11610;7526;0;7526;-1938;0;5588;0
FACTA S.A. CFI - PRUDENCIAL;1000083704;n1;S4;I;2;PORTO ALEGRE;RS;43891;89650;0;243;0;0;0;89893;-7153;0;0;0;-11564;-18718;71175;0;0;-676;-27129;-2381;0;94;-13052;-43145;28031;-10;28020;-12921;0;15100;0
CONFIDENCE - PRUDENCIAL;1000080783;b2;S4;C;2;SAO PAULO;SP;43891;0;0;1059;-19056;106605;0;88609;-26627;0;0;0;-2;-26628;61980;699;3389;-25093;-40743;-3749;0;9671;-3352;-59178;2802;-109;2693;2491;-3180;2004;0
BCO A.J. RENNER S.A. - PRUDENCIAL;1000081799;b1;S4;C;3;PORTO ALEGRE;RS;43891;83402;0;5003;0;0;0;88405;-31402;0;0;0;-33673;-65074;23331;9742;10898;-8213;-22692;-4404;0;1025;-2762;-16406;6925;0;6925;4200;0;11125;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;43891;78402;0;5293;0;0;0;83695;-19834;0;0;0;-16700;-36534;47162;0;0;-10205;-7486;-54;0;175;-802;-18371;28790;-48;28742;0;0;28742;-2434
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;43891;74627;0;8876;0;0;4;83506;-15249;-2694;0;0;-13933;-31875;51631;6996;8416;-17040;-21150;-421;0;7800;-4493;-19893;31738;-105;31633;-582;-2148;28903;-998
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;43891;72290;0;10411;0;0;0;82701;-16721;-982;0;0;-24783;-42486;40215;5494;3937;-15656;-17432;-427;0;4927;-1986;-21144;19071;-97;18973;-731;0;18243;0
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;43891;0;54245;5;27955;0;0;82204;0;-5937;-36486;0;-7387;-49810;32394;0;0;-5886;-1239;-1632;0;3296;-28153;-33613;-1219;1317;98;-367;0;-269;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DOS ESTADOS DE MATO GROSSO DO SUL, TOCANTINS E OESTE DA BAHIA - SICREDI UNIÃO MS/TO;24654881;b3S;S4;I;2;CAMPO GRANDE;MS;43891;73737;0;5046;0;0;0;78783;-7556;-28607;0;0;-10284;-46446;32336;11133;5519;-14236;-13832;-339;0;2366;-9606;-18995;13341;-397;12944;-864;-1786;10294;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;43891;75890;0;2608;0;0;0;78497;-4466;-45302;0;0;-13457;-63226;15272;5519;1525;-5200;-5387;-161;0;1426;-4567;-6847;8425;150;8575;-705;-835;7036;0
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;I;3;PORTO ALEGRE;RS;43891;68387;0;3941;0;3147;0;75476;-14723;-1;0;0;-10275;-25000;50476;19887;920;-4675;-24001;-4815;-43;75;-43416;-56068;-5592;-146;-5738;2384;0;-3354;0
ESTRELA MINEIRA - PRUDENCIAL;1000083584;n1;S4;C;2;ARAXA;MG;43891;72796;0;1211;0;0;0;74006;-4623;0;0;0;-30298;-34921;39085;8131;663;-1750;-25838;-4159;0;421;-279;-22810;16276;-132;16143;-4528;-2;11614;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;43891;0;0;72688;0;0;0;72688;-70098;0;0;0;0;-70098;2590;0;0;-5283;58657;0;0;4041;-60004;-2590;1;1;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;43891;64905;0;4537;0;0;0;69442;-6746;-8150;0;0;-17032;-31928;37514;14103;5004;-12304;-14832;-437;0;3730;-9727;-14463;23051;373;23424;-1318;-1969;20136;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;43891;66377;0;2460;0;0;0;68837;-3829;-34867;0;0;-8902;-47599;21238;7438;3669;-8347;-7267;-221;0;1736;-4582;-7574;13665;9;13674;-822;-1355;11497;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;S4;I;2;FLORIANOPOLIS;SC;43891;2087;0;66597;0;0;32;68716;-69353;-151;0;0;19;-69485;-769;29;0;-5867;-4268;-32;0;11170;-40;993;224;0;224;0;-224;0;0
HAITONG - PRUDENCIAL;1000080666;b2;S3;C;3;SAO PAULO;SP;43891;16677;0;-1136;11024;41760;0;68325;-56756;-4767;0;0;-140;-61663;6662;5069;0;-10440;-6836;-1919;0;95;-1404;-15435;-8773;0;-8773;15161;0;6388;0
BCO LUSO BRASILEIRO S.A. - PRUDENCIAL;1000081706;b1;S4;I;2;SAO PAULO;SP;43891;45186;0;2395;0;20707;0;68289;-14350;-23532;0;0;-10748;-48631;19658;723;26;-7975;-5085;-1608;0;3931;-3288;-13276;6381;-411;5971;-1534;0;4436;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;43891;59331;0;7506;0;0;14;66852;-10647;-7201;0;0;-8913;-26760;40091;17490;5273;-19785;-14118;-543;0;3602;-11341;-19423;20669;4559;25228;-2042;-3084;20101;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;43891;54594;0;10969;0;0;10;65573;-14932;-2479;0;0;-11410;-28821;36751;15500;7303;-17597;-19658;-489;0;3077;-9867;-21731;15021;4699;19720;-1004;-2413;16302;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;43891;2417;0;63118;0;0;0;65535;-62123;-1385;0;0;-70;-63578;1956;139;0;-7492;-4900;-13;9290;12623;-585;9061;11017;0;11017;-23;-492;10503;-2069
LEASEPLAN AM S.A. - PRUDENCIAL;1000082963;n1;S4;I;3;BARUERI;SP;43891;0;64351;24;0;0;0;64375;0;-8624;-40154;0;-105;-48883;15492;1496;0;-6132;-1621;-976;0;3427;-186;-3992;11500;0;11500;-6916;0;4584;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;43891;58951;0;4660;0;0;1;63611;-6914;-8181;0;0;-7849;-22945;40666;12464;4335;-13073;-11195;-452;0;3273;-7594;-12243;28423;-5;28418;-1209;-1998;25211;0
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;43891;52189;0;2607;0;8056;0;62852;-1802;-55334;0;0;-225;-57360;5492;154;1;-2001;-1163;-272;0;1781;-1955;-3455;2036;107;2143;-972;0;1171;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;43891;55955;0;6512;0;0;0;62467;-11965;-6854;0;0;-8986;-27805;34662;14326;4825;-14559;-15719;-428;0;1747;-8702;-18511;16152;-63;16088;-1351;-2823;11914;0
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;43891;9167;53552;0;-587;0;0;62132;-10;-10208;-46030;0;3371;-52877;9255;0;0;-3063;-1207;-1668;0;2;-62;-5998;3257;147;3404;0;0;3404;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DA AMAZÔNIA LTDA. - SICOOB CREDISUL.;3632872;b3S;S5;I;2;VILHENA;RO;43891;57795;0;3058;0;0;359;61212;-4337;-13087;0;0;-12884;-30308;30904;6091;2067;-9099;-8219;-566;0;6498;-3106;-6332;24571;2751;27322;-755;0;26567;-1572
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;n1;S4;I;3;SAO PAULO;SP;43891;0;59423;36;0;0;0;59459;0;-24579;-31446;0;-215;-56240;3219;2335;0;-2242;-19;-807;0;758;-5;19;3238;23;3261;0;0;3261;0
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;I;2;BELO HORIZONTE;MG;43891;56770;0;2009;0;0;0;58779;-8598;0;0;0;-6826;-15424;43355;254;606;-4750;-37187;-2526;0;3103;-2987;-43486;-132;83;-49;222;0;173;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;43891;53107;0;4751;0;0;6;57863;-10475;-5554;0;0;-7363;-23391;34472;13229;1308;-14555;-12075;-404;0;2378;-7924;-18043;16429;-11;16418;-1434;-1374;13610;0
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;43891;41573;0;15982;0;0;0;57555;-21296;-160;0;0;-2802;-24259;33296;5306;2444;-10862;-11314;-280;0;4254;-2629;-13082;20215;0;20215;0;-600;19615;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;S4;I;2;BELO HORIZONTE;MG;43891;2888;0;54372;0;0;0;57260;-55972;-5;0;0;79;-55898;1361;27;0;-2803;-3101;-19;1812;3029;-7;-1063;299;0;299;-7;-91;201;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;43891;48687;0;8208;0;0;2;56897;-13105;-3851;0;0;-7267;-24223;32675;15224;3653;-12477;-12158;-474;0;4012;-8100;-10321;22354;2080;24433;-1720;-2458;20256;0
RODOBENS - PRUDENCIAL;1000080855;b1;S4;C;2;SAO PAULO;SP;43891;26716;27343;6766;-4317;0;0;56507;-10202;-3381;-14183;0;-10423;-38189;18318;95885;1009;-14157;-41379;-11867;12038;20399;-13917;48012;66329;1559;67888;-17471;-1609;48807;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;S4;I;1;PORTO ALEGRE;RS;43891;45708;0;8425;0;0;0;54133;0;-19147;0;0;-23163;-42311;11822;1205;416;-7790;-4181;-1409;0;718;-516;-11558;265;19;283;-7226;0;-6942;0
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;S4;I;1;SALVADOR;BA;43891;49162;0;4639;0;0;0;53801;0;-12300;0;0;-2637;-14937;38864;5098;0;-12351;-3154;-1648;0;346;-1428;-13137;25728;13;25741;-4479;-3;21259;0
NOVO BCO CONTINENTAL S.A. - BM - PRUDENCIAL;1000081768;b1;S4;I;3;PORTO ALEGRE;RS;43891;42466;16;837;486;9689;0;53494;-12470;-2378;-16;0;-3780;-18644;34850;20;190;-3296;-10356;-1832;0;321;-3825;-18777;16073;0;16073;-6489;-324;9260;0
COOPERATIVA DE CRÉDITO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;43891;47312;0;5762;0;0;2;53076;-8165;-3142;0;0;-6786;-18094;34982;6635;4849;-5286;-8458;-409;0;5101;-3591;-1160;33822;-202;33620;0;-620;33001;-2553
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;43891;46940;0;5206;0;0;26;52172;-6539;-8465;0;0;-7558;-22562;29609;6877;2527;-7336;-3457;-204;0;1324;-4519;-4789;24821;1966;26787;-1044;-1511;24232;0
AF DESENVOLVE SP S.A. - PRUDENCIAL;1000081153;n1;S4;I;1;SAO PAULO;SP;43891;40447;0;11312;0;0;0;51758;0;-10306;0;0;-10449;-20755;31003;3164;2323;-11065;-4273;-2250;0;1;-20;-12119;18884;1;18884;-4314;-64;14506;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;43891;48960;0;2718;0;0;7;51684;-3330;-13730;0;0;-7929;-24989;26695;7772;2225;-7802;-6570;-210;0;1788;-5460;-8256;18439;239;18678;-736;-1693;16249;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;43891;3;0;50817;0;0;0;50821;-47086;0;0;0;0;-47086;3735;0;0;-1831;-696;-9;1352;105;-13;-1092;2643;0;2643;0;0;2643;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;S4;I;2;SORRISO;MT;43891;41525;0;8273;0;0;0;49798;-7032;-7541;0;0;-15135;-29708;20090;12057;2720;-8258;-8621;-373;0;5083;-7069;-4461;15630;-71;15559;-1630;-1539;12390;0
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;43891;40931;0;8319;0;0;0;49250;-10573;-24351;0;0;-450;-35374;13876;312;0;-6275;-5008;-16;439;1694;-569;-9423;4454;0;4454;-38;-1378;3038;0
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;S4;I;2;CAMPO MOURAO;PR;43891;32315;0;16670;0;0;0;48985;-19814;-151;0;0;5912;-14052;34933;968;1617;-6086;-858;-77;0;3302;-550;-1684;33248;13;33261;-378;0;32884;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;43891;46293;0;2639;0;0;0;48932;-4861;-2848;0;0;-11569;-19277;29655;12311;3845;-12026;-13744;-375;0;3216;-10583;-17356;12299;2127;14426;-802;-2305;11319;0
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;43891;48305;0;450;0;0;0;48755;-17604;0;0;0;-3154;-20758;27997;5367;3161;-18201;-7601;0;0;1987;-4461;-19749;8249;-724;7525;-7;0;7517;-4463
BCO MODAL S.A. - PRUDENCIAL;1000081658;b1;S4;C;2;RIO DE JANEIRO;RJ;43891;1276;0;29339;-15668;33505;0;48453;-26372;0;0;0;-786;-27159;21294;56235;2;-22217;-41270;-5347;769;3382;-10209;-18656;2638;2;2640;-2548;-62;29;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;43891;44720;0;2737;0;0;0;47457;-3544;-5975;0;0;-12039;-21559;25899;6486;1005;-11361;-9015;-620;0;6866;-4080;-10719;15179;92;15271;0;0;15271;-1127
COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;43891;40087;0;7118;0;0;0;47204;-9465;-959;0;0;-14039;-24464;22740;5317;6465;-11805;-12495;-293;0;4710;-4366;-12468;10272;-77;10195;-316;-1048;8831;-1152
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;43891;41519;0;4848;0;0;36;46403;-6971;-1538;0;0;-7117;-15625;30778;2312;521;-6100;-6533;-198;0;1256;-348;-9089;21690;-28;21662;-456;0;21206;0
AGORACRED S/A SCFI - PRUDENCIAL;1000083618;n1;S4;I;2;VITORIA;ES;43891;45018;0;92;0;0;0;45111;-2947;0;0;0;-23436;-26384;18727;0;0;-4586;-7494;-1844;0;46;-1490;-15368;3359;0;3359;16;0;3375;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;35571249;b3S;S5;I;2;JOAO PESSOA;PB;43891;38786;0;6049;0;0;0;44835;-9401;-2;0;0;-4851;-14254;30581;2523;1782;-8168;-5421;-102;0;2486;-6527;-13429;17152;-29;17123;-85;-1622;15415;0
AF PARANÁ - PRUDENCIAL;1000081115;n1;S4;I;1;CURITIBA;PR;43891;34995;0;9707;0;0;0;44703;0;-5082;0;0;-4351;-9432;35270;457;905;-7660;-5640;-1868;0;209;-484;-14082;21189;7;21196;-9160;0;12036;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;43891;0;0;44538;0;0;0;44538;-41607;0;0;0;0;-41607;2931;0;0;-4798;68332;0;0;112;-66625;-2978;-48;51;3;-2;0;1;0
QUERO-QUERO - PRUDENCIAL;1000080831;n1;S4;I;2;SANTO CRISTO;RS;43891;43399;0;531;0;0;0;43930;-3122;0;0;0;-16570;-19692;24238;1443;2841;-2300;-22760;-2164;0;28;-159;-23071;1167;0;1167;-465;0;702;0
NEGRESCO S.A. - CFI - PRUDENCIAL;1000083450;n1;S5;I;2;CURITIBA;PR;43891;43212;0;134;0;0;0;43346;-1653;0;0;0;-19801;-21454;21892;1164;0;-4997;-8081;-1926;0;670;-1371;-14540;7352;-1;7351;-2811;-308;4231;0
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;S4;I;2;BLUMENAU;SC;43891;3767;0;38862;0;0;0;42628;-39717;-2766;0;0;-145;-42628;1;0;0;-15986;16156;-85;0;0;-86;1;0;0;0;0;0;0;0
OURINVEST - PRUDENCIAL;1000081012;b1;S4;C;2;SAO PAULO;SP;43891;-10427;0;9654;-48398;91691;0;42520;-4442;-10077;0;0;-2440;-16958;25562;8328;7180;-24723;-40808;-4145;0;42651;-4581;-16097;9464;152;9616;-413;-1916;7287;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;43891;27875;0;14443;0;0;1;42320;-12457;-1524;0;0;-4731;-18712;23607;8430;1562;-8635;-3824;-240;0;5734;-5917;-2891;20717;2282;22999;-1180;-2291;19528;0
COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;43891;36795;0;5509;0;0;0;42304;-7223;-1636;0;0;-12588;-21447;20857;7470;4120;-7561;-9447;-496;0;5346;-3652;-4219;16637;-155;16482;0;-896;15587;-2176
SOROCRED CFI S.A. - PRUDENCIAL;1000083539;n1;S4;C;2;SOROCABA;SP;43891;39567;0;1962;0;0;0;41528;-4353;0;0;0;-27433;-31786;9743;7786;24242;-2230;-22227;-4756;0;3831;-13518;-6872;2871;-57;2814;-257;-174;2383;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG;87733770;b3S;S4;I;2;RODEIO BONITO;RS;43891;38372;0;2817;0;0;16;41205;-6413;-3081;0;0;-5325;-14819;26386;9146;1733;-10221;-8644;-261;0;2287;-5927;-11887;14500;10;14509;-850;-1624;12035;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG;95594941;b3S;S4;I;2;SANTA MARIA;RS;43891;36492;0;4378;0;0;2;40872;-5440;-4409;0;0;-10040;-19888;20984;8681;3036;-9605;-8833;-300;0;1829;-5624;-10817;10167;42;10209;-949;-1177;8083;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79457883;b3S;S4;I;2;MANDAGUARI;PR;43891;34445;0;6046;0;0;1;40491;-9396;-2303;0;0;-7385;-19084;21408;8257;3945;-10051;-9833;-267;0;1334;-5870;-12486;8922;-3;8918;-700;-1759;6460;0
STONE PAGAMENTOS - PRUDENCIAL;1000084686;n1;S5;C;2;SAO PAULO;SP;43891;28441;0;11292;0;0;0;39733;-97842;-22028;-124;0;-13887;-133881;-94147;329944;0;-134736;-136802;-46921;0;385853;-132963;264376;170229;-4034;166195;-72058;-331;93806;0
BARIGUI - PRUDENCIAL;1000080893;b2;S4;C;2;CURITIBA;PR;43891;40255;0;788;-1502;0;0;39541;-10828;0;0;0;-2269;-13097;26444;1073;1556;-2043;-12033;-1607;107;14;-275;-13206;13238;395;13633;-4494;-182;8957;0
INDUSVAL - PRUDENCIAL;1000080415;b1;S4;C;2;SAO PAULO;SP;43891;22113;0;14927;-3797;5400;0;38643;-41466;-304;0;0;-3397;-45167;-6523;1137;69;-16149;-14877;-2069;2274;9263;-1969;-22320;-28843;99;-28744;-122039;-1503;-152286;0
COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;43891;32173;0;5816;0;0;0;37989;-6298;-1825;0;0;-6861;-14984;23005;4770;4947;-6117;-8831;-338;0;3964;-2083;-3687;19317;-63;19255;0;-718;18537;-1732
BBC LEASING - PRUDENCIAL;1000084480;n1;S4;I;3;SAO PAULO;SP;43891;184;36989;432;0;0;0;37605;-2700;0;-27827;0;-1476;-32003;5602;2507;504;-1669;-3953;-1015;0;230;-150;-3546;2056;-8;2048;-845;0;1203;0
