Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Captações;;;;;;;;;;;;;;;;Instrumentos Derivativos (f);Outras Obrigações (g);Passivo Circulante e Exigível a Longo Prazo (h) = (e) + (f) + (g);Resultados de Exercícios Futuros (i);Patrimônio Líquido (j);Passivo Total (k) = (h) + (i) + (j)
MSB BANK S.A. BCO CÂMBIO - PRUDENCIAL;1000081294;b2;S4;I;2;CURITIBA;PR;44348;1333;0;0;0;0;0;1333;0;0;0;0;0;0;0;16355;17688;0;601414;619103;0;29902;649004
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL – SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;44348;147706;0;0;291120;0;1;438827;0;386;45489;0;0;0;45874;7224;491926;0;86672;578597;0;65475;644072
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;I;3;SAO PAULO;SP;44348;0;0;41733;0;0;0;41733;0;0;0;0;0;0;0;224532;266265;0;295198;561463;0;74896;636359
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;44348;137937;0;0;390891;0;2938;531766;0;0;0;0;0;0;0;0;531766;0;12085;543851;2;90866;634718
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. – SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;44348;160666;0;0;287175;0;2011;449851;0;0;56881;0;0;0;56881;0;506732;0;52384;559116;0;72351;631466
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;44348;108453;0;0;311613;0;213;420280;0;30;70652;0;0;0;70683;6153;497116;0;42816;539932;0;85907;625839
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;44348;124622;0;0;173544;0;0;298167;0;0;21091;0;0;0;21091;50857;370114;0;148499;518613;0;103291;621904
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;44348;130356;0;0;215244;0;0;345600;0;0;28667;0;0;0;28667;0;374267;0;162768;537035;0;84305;621340
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;44348;78497;0;0;340840;0;0;419336;0;0;0;0;0;0;0;126097;545434;0;14583;560016;0;55914;615930
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;44348;190779;0;0;195559;0;623;386961;0;0;31890;0;0;0;31890;0;418851;0;113708;532559;0;79230;611788
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;70241658;b3S;S5;I;2;RECIFE;PE;44348;44583;0;12;440393;0;1585;486574;0;0;0;0;0;0;0;10816;497390;0;31936;529326;0;80562;609887
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698609;b3S;S5;I;2;PARACATU;MG;44348;167816;0;0;146788;0;0;314604;0;0;11612;0;0;0;11612;20169;346385;0;132279;478665;0;130666;609331
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;44348;81922;3012;0;338509;0;2470;425913;0;43125;0;3771;0;0;46895;0;472808;0;11354;484161;0;122342;606503
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;44348;166151;0;0;247066;0;1355;414571;0;7465;8612;0;0;0;16078;10318;440967;0;37111;478078;15;126915;605008
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n4;;I;2;TERESINA;PI;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366042;366042;0;238358;604399
BCO TRICURY S.A. - PRUDENCIAL;1000081696;b2;S4;I;2;SAO PAULO;SP;44348;4043;0;0;195520;0;0;199563;0;146765;0;0;0;0;146765;744;347072;0;9471;356543;20;244739;601302
PORTOCRED S.A. - CFI - PRUDENCIAL;1000083560;n1;S4;I;2;PORTO ALEGRE;RS;44348;0;0;0;36483;0;0;36483;0;0;0;0;0;375915;375915;0;412398;0;68720;481118;2975;113041;597134
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;44348;258618;0;0;79322;0;818;338758;0;0;0;0;0;0;0;0;338758;0;48533;387291;0;206800;594091
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES;5276770;b3S;S5;I;2;REALEZA;PR;44348;57029;648;0;176179;0;0;233857;0;0;0;0;0;0;0;12586;246443;0;263970;510412;0;82890;593302
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;44348;0;0;67582;0;0;0;67582;0;0;0;0;0;0;0;0;67582;0;478360;545942;0;45126;591068
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453973;453973;0;58239;512213;1868;73847;587928
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;44348;142415;0;0;303352;0;53;445821;0;13104;29397;0;0;0;42501;8272;496594;0;33025;529619;0;53909;583527
SICOOB UNIMAIS METROPOLITANA – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;44348;135744;0;0;316156;0;5943;457843;0;19043;0;0;0;0;19043;0;476887;0;19926;496812;21;80823;577657
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;44348;78371;0;0;186490;0;0;264862;0;265;55383;0;0;0;55648;0;320510;0;123585;444095;0;126989;571084
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;44348;87463;0;0;184821;0;0;272284;0;0;41705;0;0;0;41705;3865;317854;0;130639;448493;0;118637;567130
COOPERATIVA DE CRéDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;44348;139632;0;0;129803;0;0;269435;0;1947;21304;0;0;0;23251;17527;310213;0;166948;477161;0;88533;565694
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;44348;164522;0;0;260236;0;0;424758;0;5551;0;0;0;0;5551;0;430310;0;20952;451262;0;110789;562051
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO – CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;44348;64016;513;0;172323;0;0;236852;0;0;0;0;0;0;0;6916;243768;0;230305;474073;0;80972;555044
CREDISIS JICRED – COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;44348;204516;0;0;202272;0;0;406788;0;0;0;0;0;0;0;0;406788;0;30263;437051;0;114532;551583
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;44348;104747;0;0;248586;0;1389;354722;0;0;14910;0;0;0;14910;32850;402482;0;69165;471647;0;75920;547567
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO;7026923;b3S;S5;I;2;UMUARAMA;PR;44348;113439;0;0;215563;0;163;329165;0;6739;65722;0;0;0;72461;0;401627;0;86011;487637;0;56596;544233
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PONTO CAPITAL - UNICRED PONTO CAPITAL.;2641032;b3S;S5;I;2;SANTA MARIA;RS;44348;45866;0;17918;331280;0;6338;401403;0;54079;0;8832;0;0;62911;10090;474404;0;12317;486721;0;53766;540487
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1635462;b3S;S5;I;2;LAJEADO;RS;44348;43567;0;0;393994;0;0;437561;0;18255;0;411;0;0;18666;0;456227;0;16480;472708;0;65502;538209
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;44348;0;0;0;68440;0;0;68440;0;0;0;0;0;0;0;0;68440;0;429035;497475;0;36848;534323
BRK S.A. CFI - PRUDENCIAL;1000083601;n1;S4;I;2;SAO PAULO;SP;44348;1712;0;0;250209;0;0;251921;0;0;18773;0;0;188942;207715;0;459635;0;38958;498593;0;35512;534105
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;44348;89955;0;0;277674;0;921;368550;0;0;11826;0;0;0;11826;0;380376;0;62064;442440;0;87639;530079
CSILATINA A.M. S.A. - PRUDENCIAL;1000082970;n1;S4;I;3;BARUERI;SP;44348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;296088;296088;70653;64951;431693;22753;75490;529936
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;44348;100280;0;0;269478;0;149;369907;0;29404;4339;0;0;0;33743;103;403753;0;77692;481445;0;45973;527418
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;44348;99043;0;0;347290;0;0;446333;0;1;0;0;0;0;1;0;446334;0;23980;470314;0;53842;524156
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;44348;115863;0;0;297501;0;1074;414438;0;0;0;0;0;0;0;2810;417248;0;12544;429792;0;87162;516954
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;44348;69039;0;0;282161;0;6323;357523;0;37;28448;0;0;0;28485;2207;388216;0;69300;457516;0;58494;516011
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;44348;40062;149;0;139970;0;0;180181;0;0;0;0;0;0;0;7079;187260;0;266707;453967;0;59333;513300
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;I;2;SAO GOTARDO;MG;44348;120050;0;0;169581;0;0;289631;0;0;20545;0;0;0;20545;4288;314464;0;102158;416622;0;92554;509176
ANDBANK - PRUDENCIAL;1000081256;b1;S4;C;3;SAO PAULO;SP;44348;54830;0;0;118097;0;0;172927;0;0;0;0;0;0;0;0;172927;0;78323;251250;0;255645;506895
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44348;110546;0;0;246277;0;12;356835;0;19220;0;0;0;0;19220;50099;426154;0;15963;442118;19;60456;502592
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;b3S;S5;I;2;BOM DESPACHO;MG;44348;133507;0;0;220970;0;6424;360902;0;5311;34053;0;0;0;39364;0;400266;0;35063;435328;0;66573;501901
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;44348;78488;0;0;280341;0;1076;359906;0;4083;23593;0;0;0;27676;1869;389451;0;27933;417384;0;83830;501214
COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED;4146333;b3S;S5;I;2;RECIFE;PE;44348;17311;0;16838;302345;0;403;336896;0;0;0;0;0;0;0;48233;385129;0;27665;412794;0;88108;500902
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;44348;156431;0;0;144979;0;2032;303442;0;360;29366;0;0;0;29726;16250;349418;0;62645;412064;0;88329;500393
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA – SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;44348;122080;0;0;160179;0;477;282735;0;110;9226;0;0;0;9336;3130;295201;0;136090;431292;0;64778;496070
COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. – SICOOB CREDIFIEMG;7469260;b3S;S5;I;2;BELO HORIZONTE;MG;44348;45894;0;0;330855;0;452;377201;0;0;0;0;0;0;0;50746;427947;0;12782;440729;0;51627;492356
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;I;2;CUIABA;MT;44348;161317;0;0;179301;0;0;340618;0;0;877;0;0;0;877;11265;352760;0;78367;431127;0;60314;491441
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;44348;95029;0;0;279978;0;26;375033;0;12986;0;0;0;0;12986;1073;389092;0;63903;452995;6;37332;490332
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;44348;136197;0;0;234113;0;116;370427;0;1363;5181;0;0;0;6544;0;376971;0;42276;419247;0;61841;481088
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;44348;0;0;202752;5709;0;0;208461;0;0;0;0;0;0;0;121644;330106;17573;13656;361335;6009;113548;480892
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI ARACAJU – SICREDI ARACAJU;2923389;b3S;S5;I;2;ARACAJU;SE;44348;92505;0;0;277033;0;1695;371233;0;0;0;0;0;0;0;2800;374033;0;31694;405726;0;74173;479900
ACESSO SOLUÇÕES DE PAGAMENTO - PRUDENCIAL;1000084806;n4;;I;2;SAO PAULO;SP;44348;0;0;0;0;281136;0;281136;0;0;0;0;0;0;0;7479;288615;0;165663;454277;6128;12940;473346
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;44348;75533;0;0;219453;0;22;295009;0;55;35323;0;0;0;35378;6484;336871;0;67674;404544;0;67930;472474
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS – CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;44348;153318;0;0;238734;0;515;392567;0;0;0;0;0;0;0;250;392818;0;11468;404286;0;65200;469486
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;44348;54875;755;0;150490;0;0;206119;0;0;0;0;0;0;0;3037;209156;0;198541;407697;0;57269;464966
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;44348;128736;0;0;218410;0;0;347147;0;19982;17830;0;0;0;37813;7267;392226;0;16875;409102;0;54293;463395
REPOM S.A. - PRUDENCIAL;1000084916;n4;;I;2;BARUERI;SP;44348;0;0;0;0;101034;0;101034;0;0;0;0;0;0;0;0;101034;0;269989;371023;0;90207;461230
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO NOROESTE – CRESOL NOROESTE RS/PE/CE;2663426;b3S;S5;I;2;CONSTANTINA;RS;44348;32121;374;0;170810;0;0;203304;0;0;0;0;0;0;0;10920;214224;0;186521;400746;0;59956;460701
VR - PRUDENCIAL;1000080408;b1;S4;C;2;SAO PAULO;SP;44348;908;0;0;383411;0;0;384319;294;0;0;0;0;0;0;0;384613;0;43458;428071;0;31720;459791
COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA;66788142;b3S;S5;I;2;CANDIDO MOTA;SP;44348;113565;0;0;215426;0;0;328990;0;0;9180;0;0;0;9180;69;338240;0;69440;407679;0;51142;458821
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;S5;I;2;CASCAVEL;PR;44348;205724;0;0;145199;0;0;350922;0;0;0;0;0;0;0;0;350922;0;7393;358315;0;96999;455314
BCO FORD S.A. - PRUDENCIAL;1000081782;b2;S4;I;3;SAO BERNARDO DO CAMPO;SP;44348;0;0;155590;57261;0;0;212851;0;0;0;0;0;0;0;0;212851;0;49582;262432;0;192461;454894
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;44348;139432;0;0;163782;0;409;303622;0;1685;14474;0;0;0;16158;0;319781;0;61476;381257;0;72769;454027
COOPERATIVA DE CRÉDITO CREDINTER LTDA. – SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;44348;121490;0;0;135406;0;308;257204;0;3135;22326;0;0;0;25461;38836;321501;0;57771;379272;36;72696;452004
BEXS - PRUDENCIAL;1000080862;b2;S4;C;2;SAO PAULO;SP;44348;52895;0;0;0;0;0;52895;0;0;0;0;0;0;0;0;52895;0;280414;333309;0;115757;449066
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;I;2;CHOPINZINHO;PR;44348;44897;6604;0;106913;0;0;158414;0;0;0;0;0;0;0;0;158414;0;218920;377334;0;69234;446568
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA – SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;44348;154240;0;0;179974;0;748;334962;0;31;20540;0;0;0;20571;0;355533;0;28502;384035;0;61147;445182
COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE;86389236;b3S;S5;I;2;UBA;MG;44348;90169;0;0;269091;0;219;359479;0;5398;0;0;0;0;5398;0;364878;0;19179;384057;0;60943;445000
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;44348;108276;0;0;175159;0;0;283435;0;7900;0;0;0;0;7900;0;291335;0;14942;306277;0;138018;444295
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;S5;I;2;UBERLANDIA;MG;44348;157363;0;0;220616;0;0;377980;0;0;0;0;0;0;0;0;377980;0;6945;384925;0;59217;444142
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;44348;78354;0;5335;181128;0;54;264871;0;0;0;0;0;0;0;104292;369163;0;25166;394329;0;45491;439819
BBC LEASING - PRUDENCIAL;1000084480;n1;S4;C;2;SAO PAULO;SP;44348;0;0;0;0;7560;0;7560;0;0;0;0;0;162206;162206;0;169766;0;225590;395356;0;42954;438311
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;44348;157658;0;0;197762;0;303;355723;0;0;7173;0;0;0;7173;0;362896;0;14920;377815;0;58543;436358
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;44348;121017;0;0;181783;0;0;302800;0;0;0;0;0;0;0;25036;327835;0;24763;352598;0;83373;435971
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6174009;b3S;S5;I;2;APUCARANA;PR;44348;110790;0;0;176779;0;926;288495;0;11744;7600;0;0;0;19344;10033;317872;0;49826;367699;1;67368;435068
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;33370115;b3S;S5;I;2;RIO DE JANEIRO;RJ;44348;33866;0;0;295936;0;39198;369000;0;2941;0;0;0;0;2941;0;371941;0;5177;377119;0;55817;432935
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;44348;168458;0;0;115122;0;0;283580;0;4772;0;0;0;0;4772;5344;293695;0;84946;378641;0;51843;430484
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;SAO JOSE;SC;44348;96025;0;0;270376;0;856;367256;0;5479;0;0;0;0;5479;0;372736;0;7122;379858;0;49577;429435
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;44348;49491;0;30139;244916;0;105;324650;0;45011;0;4518;0;0;49530;0;374180;0;9954;384134;0;43965;428099
COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;44348;59238;3161;0;183983;0;0;246382;0;0;0;0;0;0;0;0;246382;0;138407;384789;0;43193;427982
ÓRAMA DTVM S.A. - PRUDENCIAL;1000084260;n2;S4;I;2;RIO DE JANEIRO;RJ;44348;0;0;0;0;0;348306;348306;0;0;0;0;0;0;0;417;348723;0;39841;388563;0;37970;426533
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;S5;I;2;LAGOA DA PRATA;MG;44348;91906;0;0;169919;0;0;261826;0;11836;158;0;0;0;11994;34653;308472;0;49993;358466;0;65990;424456
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;S4;I;2;ORLANDIA;SP;44348;59203;0;0;95625;0;9970;164798;0;8812;31433;0;0;0;40245;0;205043;0;68425;273468;3;150895;424367
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;44348;57067;946;0;273355;0;4567;335935;0;6958;0;579;0;0;7536;0;343472;0;18178;361650;0;61821;423470
COOPERATIVA DE CRÉDITO CREDIFOR LTDA – SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;44348;130861;0;0;190925;0;0;321786;0;1006;10962;0;0;0;11968;0;333754;0;35168;368922;10;47978;416911
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRO-SUL RS/MS - CRESOL CENTRO-SUL RS/MS;2910987;b3S;S5;I;2;ERECHIM;RS;44348;41673;8709;0;178943;0;0;229325;0;0;0;0;0;0;0;397;229722;0;111353;341074;0;75031;416106
COOPERATIVA DE CRéDITO CREDICOPE LTDA. - SICOOB CREDICOPE;38588174;b3S;S5;I;2;CONSELHEIRO PENA;MG;44348;130337;0;0;155829;0;314;286480;0;0;19896;0;0;0;19896;0;306375;0;58790;365165;0;49605;414770
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;S5;I;2;GOIANESIA;GO;44348;38054;0;0;200626;0;0;238680;0;5781;16348;0;0;0;22129;0;260809;0;47783;308591;0;103486;412077
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;44348;112126;0;0;106463;0;0;218589;0;0;3565;0;0;0;3565;2057;224210;0;81384;305594;94;99049;404737
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;44348;52329;418;0;122570;0;0;175317;0;0;0;0;0;0;0;0;175317;0;179524;354841;0;46546;401387
COOPERATIVA DE CRÉDITO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;S5;I;2;ARAXA;MG;44348;113250;0;0;161474;0;0;274724;0;0;19170;0;0;0;19170;0;293894;0;49631;343525;0;57360;400885
COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. – SICOOB EXTREMO SUL;2447120;b3S;S5;I;2;TEIXEIRA DE FREITAS;BA;44348;143751;0;0;105807;0;898;250457;0;0;23225;0;0;0;23225;0;273682;0;7491;281173;0;119291;400464
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;S4;I;2;BIRIGUI;SP;44348;55767;0;9183;236841;0;8;301798;0;0;0;0;0;0;0;359;302157;0;46304;348461;0;47319;395780
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;S5;I;2;SANTO ANTONIO DO MONTE;MG;44348;89020;0;0;165660;0;0;254680;0;5818;5113;0;0;0;10931;11935;277546;0;74338;351884;0;39585;391469
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER – COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;44348;3785;0;0;56922;0;0;60708;0;0;0;0;0;0;0;0;60708;0;23098;83806;0;300683;384489
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86803939;b3S;S5;I;2;NOVA IGUACU;RJ;44348;58742;0;0;273819;0;1302;333862;0;311;0;3655;0;0;3966;0;337828;0;13668;351496;0;30763;382259
HUB PAGAMENTOS;1000085348;n4;;I;2;BARUERI;SP;44348;0;0;0;0;128983;0;128983;0;0;0;0;0;0;0;0;128983;0;249417;378400;7200;-4372;381228
